Gene annotation was obtained at pseudomonas.com		###Release: pgd_r_17_1	Mean log2 count per million 																															
ID	name	annotation	b2b3_AvrRpt2	b2b3_Pto	chitin_Pto	Col-0_AvrRps4	Col-0_AvrRpt2	Col-0_D36E	Col-0_Pto	de_AvrRpt2	de_Pto	deps_AvrRpt2	deps_Pto	flg_Pto	KB_AvrRps4	KB_AvrRpt2	KB_D36E	KB_Pto	MM_Pto	Mock_Pto	npr1_AvrRpt2	npr1_Pto	pad4_AvrRpt2	pad4_Pto	ps_AvrRpt2	ps_Pto	rr_AvrRpt2	SA_Pto	sid2_AvrRpt2	sid2_Pto	spm_AvrRpt2	spm_Pto	stp_AvrRpt2	stp_Pto
PSPTO_1552	pyrG	CTP synthase	9.36042369	9.098926899	9.191486362	9.271620919	9.533434904	7.825647184	9.278294376	9.308590146	9.135248264	9.267511341	9.313971737	8.501774335	7.880932508	8.120616576	7.602577225	7.980937644	8.020779279	9.602735895	9.320946258	9.322649527	9.612346807	9.454232906	9.463796908	9.327446352	8.864858916	9.375710478	9.703479995	9.386212333	9.354586541	9.189683901	9.420955695	8.837055121
PSPTO_1553	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	9.066614009	9.019606801	8.922100265	8.917053091	9.334136357	7.537668297	9.224193119	9.453845596	9.329607489	9.259675739	9.235523547	8.5702325	7.535872549	7.711243525	7.382376363	7.816100026	7.950348458	9.251332005	9.415137922	9.434373819	9.411473286	9.430232874	9.283011931	9.162736504	8.998495985	9.264292806	9.383512396	9.505346135	9.190369102	9.268381624	9.187703754	9.118903417
PSPTO_1554	eno-1	enolase	10.76286116	11.15363537	11.01819047	11.54051734	11.04980776	9.636443135	11.3930329	11.37231671	11.55372557	11.25400013	11.49847987	10.66149152	10.20205873	10.21514241	9.630591203	10.06925689	9.744449641	11.33626246	11.36776376	11.47622425	11.23608028	11.37708692	11.62961597	11.31433977	11.00570882	11.10348994	11.19342001	11.27180142	11.02563298	11.30324056	10.9454924	11.00642398
PSPTO_1557		LysR family transcriptional regulator	4.83730818	5.102316399	4.579174591	5.139680168	4.364662702	4.990373005	4.698061354	4.787930203	4.753449151	4.652671512	4.670631367	5.722805199	5.354650578	4.611896701	4.973180731	4.748198826	5.017434121	4.837840351	4.260772776	5.051944877	4.722847945	4.751946709	4.645497631	4.569570654	5.553430354	4.613974744	4.801747873	4.836580087	4.932867552	5.13257324	4.147843493	4.839267314
PSPTO_1558	adhC	"alcohol dehydrogenase, class III"	9.095554444	8.103507824	8.84268212	8.537342437	9.936013157	8.165712048	8.657107227	8.853877102	8.513670842	8.453958931	8.699885285	8.606553505	6.599435371	7.071074516	6.459659251	6.812569335	6.813716686	8.829232556	8.782133948	8.583084363	9.235443265	8.848837377	8.977478917	8.823356646	8.206901385	8.413160834	9.53617564	8.620259675	8.455633301	8.268714836	9.619525318	8.371376921
PSPTO_1559		esterase	8.361228231	7.267128399	7.352883845	7.36890304	8.783910673	6.603580636	7.623926128	7.614771962	7.170922231	7.5003725	7.232380868	7.212368529	7.804953897	7.995503035	7.782161255	8.0897611	7.046883917	7.574807957	7.568380648	7.379550254	7.626832347	7.314384307	7.345130858	7.356967074	7.598379361	7.3207281	7.703174443	7.476037697	7.845309318	7.292432803	8.951498605	7.927008425
PSPTO_1560	ispF	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	6.885580066	6.605668217	5.875927267	5.933567727	6.348990399	5.994108838	6.523600642	6.331244093	6.348007874	6.433498762	6.263852259	4.172856238	6.255883234	6.488543064	6.09658169	6.158481964	5.58489508	6.325657095	6.379049166	6.462129289	6.473828149	6.303447219	6.39920631	6.568341265	6.390226139	6.352128043	6.182450828	6.384576997	6.442108526	6.524804574	6.611695324	6.482402503
PSPTO_1561		hypothetical protein	6.005765392	5.757054393	5.660156511	5.256145536	5.87908531	4.381477746	5.998428994	5.951010006	6.293800906	6.007779431	6.087347949	4.99703648	5.261952482	5.183521397	5.152138193	4.89000411	5.017939106	5.853959724	6.325536687	6.058628987	6.119239781	6.043279343	5.872767494	5.771331895	6.044608349	5.449035331	5.983647521	6.084235929	6.070725948	6.083772494	6.173263489	5.906764675
PSPTO_1563	pcm	protein-L-isoaspartate O-methyltransferase	5.521511061	5.798074966	5.983535793	5.494406965	5.607159982	5.161705026	5.830295604	5.49741153	5.361943347	5.553157814	5.822423912	5.64533213	6.618386669	6.49824044	6.789546113	6.305389599	6.454101358	5.917575341	5.623560635	5.48143283	5.538906429	5.793027225	5.709256452	5.623757097	5.208627158	5.277686373	5.758655241	5.990410856	5.585985873	5.355811123	5.333357963	5.766906321
PSPTO_1564		lipoprotein NlpD	5.595238882	5.827251425	5.438621568	5.661034588	5.526500815	5.764962329	5.612693096	4.99709019	5.172791146	5.530825435	5.485139407	5.830301511	7.307755858	7.3757974	7.015587712	7.306109474	7.862034256	5.554863508	4.993624651	5.352041852	5.693474297	5.552222308	5.184959337	5.602621297	5.228115384	5.84328765	5.571114834	5.501405672	5.163627383	5.754240494	5.307638265	5.693859109
PSPTO_1565	rpoS	RNA polymerase sigma-38 factor	5.563848108	5.279743161	6.751654394	4.758858134	5.291765153	7.382591777	5.647718216	5.148468797	5.039037607	5.492125512	5.335521695	7.41302391	6.476866742	6.004247246	6.354786175	6.290968191	6.931837114	5.772446398	5.452874802	4.966708691	5.556317368	5.66723749	5.276191283	5.225431789	5.299867252	6.16767521	5.49993368	5.732404571	5.299526319	5.390783304	5.123127089	5.318803955
PSPTO_1571		hypothetical protein	5.454222442	5.756766141	5.46386565	4.765478117	5.021646033	5.864775659	5.440350388	4.617169572	5.072048013	5.282449216	5.168952243	6.870715975	6.853824871	6.881286556	6.238834596	6.659362244	6.883449676	5.366389344	5.29551367	5.275357386	5.047347155	5.145181373	5.134307219	5.115207257	5.146793812	5.694662648	5.120030661	4.727120056	5.307735228	5.697250526	5.164625944	5.385580795
PSPTO_1574		mechanosensitive ion channel family protein	6.761071654	6.726688135	6.444770217	6.808916285	6.981737529	4.455939101	6.579400635	7.053144891	6.899738083	6.594487561	7.219708426	5.730366998	5.320783606	5.54585572	4.928692291	5.601184034	4.817697081	6.845732135	7.005537233	6.736667329	6.973608736	7.055960549	7.233927461	7.04469497	6.641709773	6.730494922	7.144657448	6.705632985	6.750306484	6.792473644	6.488635646	5.803825394
PSPTO_1577		hypothetical protein	5.642061181	6.151125153	6.096232178	5.689724793	5.984793613	6.355266837	5.982410594	5.920315864	6.255221572	6.035725346	5.962166465	6.625602407	6.974904287	6.864579835	6.884338922	7.003174917	6.808446698	6.139991732	5.78429739	6.158678925	5.950884821	6.058387265	6.085499633	6.145303341	6.045086734	5.644697283	6.109720875	5.962184341	5.650951818	6.316539988	5.996846369	6.009289124
PSPTO_1578		LysR family transcriptional regulator	5.435404508	5.088594893	5.536467461	4.790780217	5.564701307	7.015638358	5.283837008	5.186201989	5.057996546	4.931965778	5.417915711	6.845122746	4.901279831	5.211084194	4.855352961	5.156621164	4.782624503	5.395323153	5.3767014	5.259605801	5.233846681	5.049796646	5.57684314	5.23974831	4.914002165	5.292297828	5.822618806	5.096976296	5.373610374	5.286470157	5.359524518	5.1878575
PSPTO_1580		hypothetical protein	3.759976614	4.130356778	3.991674414	3.901034614	3.858358965	5.71172927	3.963911327	3.448944211	4.126538034	4.452724749	3.60531032	5.216863639	4.72689633	4.914541444	4.395495285	4.513480602	4.427769331	3.919411593	3.937158183	4.071878681	4.673081193	3.803550061	3.799044304	3.775859494	3.579548375	4.317698208	3.984112126	4.63563003	4.271719115	3.537908043	4.285911171	3.809309353
PSPTO_1581		hypothetical protein	4.747259922	5.225548271	5.375599337	4.373912094	4.452950786	5.432755481	4.954889549	4.27864096	4.130759327	4.821239374	4.40376833	4.17504644	5.372533236	5.65062907	5.364274598	5.989091174	5.920759798	4.365507831	3.735498225	4.588985873	4.131884581	4.467691996	4.516455725	4.643519825	4.835465631	4.543650261	4.480680014	3.856247228	4.514804917	4.832383008	5.397970404	4.779009805
PSPTO_1583		hypothetical protein	6.094599081	6.111610331	6.094139929	6.100463171	6.382267163	6.380981132	6.339209781	6.810110295	6.874990628	6.746630885	6.570585806	6.494175521	6.290033982	6.161293286	6.292603428	6.124377043	6.550818002	6.410748942	6.656544274	6.567615191	6.353556064	6.397143656	6.506616316	6.322031127	6.722524679	6.197891418	6.474458506	6.510702607	6.200573111	6.422377525	6.921355765	6.889413429
PSPTO_1587	srmB	ATP-dependent RNA helicase SrmB	8.538376677	8.281445006	8.156061156	8.097406572	8.135845489	7.762047335	8.026368434	8.199387299	8.070874359	8.294440182	8.156662105	7.955670809	7.882714358	8.122967067	7.836285625	8.3006878	8.058809858	8.120073369	8.284601984	8.331391666	8.29649997	8.019808197	8.247705263	8.248753816	8.432282995	8.276374382	8.189052519	8.287506164	8.434942239	8.214596035	7.898971822	7.522879845
PSPTO_1589		lipoprotein	4.179889277	4.361196233	3.6871036	4.021052019	4.254483754	4.695117174	4.241437762	4.13735257	4.139297372	4.459544122	4.274774912	5.134665433	4.856618582	4.510931378	4.362332241	4.659823195	5.457508971	3.80845866	4.074711318	3.795999929	3.90604731	4.418355087	3.869458304	4.300000702	4.253611503	4.221418814	3.637884291	3.886195592	4.593726814	4.293067792	4.559850896	3.825134779
PSPTO_1590		hypothetical protein	9.288486365	9.165708662	8.586653209	8.726407842	9.217982492	8.44871047	9.04201451	9.409546375	9.345775982	9.303415627	9.261124549	7.508545224	7.937209955	8.103575466	8.102055161	8.095835639	8.317501756	8.963421101	9.31245543	9.263838296	9.137522525	9.13973257	9.119880696	9.150242637	9.777587952	8.914387714	9.089047514	9.058073643	9.219533927	9.027691781	9.628008572	9.628687653
PSPTO_1592		hypothetical protein	6.779433581	6.284553855	6.429355164	6.627136398	6.437823431	7.49512104	6.636545718	6.312113247	6.193913097	6.571514918	6.123842469	6.932205393	8.021192491	8.335991778	8.274160013	8.076346972	8.078217276	6.32136136	6.378461602	6.392629013	6.088848178	6.221611213	6.239139242	6.167990114	7.055758451	6.557481786	5.886433714	6.38125403	6.504716544	6.123760767	6.525953148	6.324105432
PSPTO_1593		hypothetical protein	6.938358222	7.263533806	6.852818832	7.479064701	7.028870959	6.580355002	7.033007001	7.017010318	7.244818776	6.979651252	7.066797033	6.915857943	5.847422106	6.049048941	5.058088405	6.048561979	5.869299963	7.20358956	7.362628972	7.244032581	7.168835225	7.19037641	6.957131122	7.14371048	7.18493144	7.105929568	7.109701959	7.154174689	7.452306274	7.171705037	6.927161619	7.109775672
PSPTO_1594		hypothetical protein	4.544991118	3.702085814	3.845753091	4.625130599	4.236607609	6.505885919	3.647835394	3.570841579	3.982488744	3.444579646	3.397358211	5.548217102	2.50319257	2.350997227	1.941995433	3.07881091	3.655192512	3.911113083	4.03777113	3.490934691	3.932623143	4.017233998	3.673577506	4.145597137	4.179461116	4.45827021	4.300092904	2.515903247	3.367850592	3.798917935	5.073924361	3.891378958
PSPTO_1597		ribonuclease BN	6.161103398	5.836256278	5.709519829	5.937347394	5.95902613	6.157574889	5.793724426	5.618182454	5.703554794	5.597239451	5.495556559	5.811530374	7.274686377	7.24509615	6.985297992	7.591185133	7.235631294	5.842270099	5.764902667	5.708777922	5.615162857	5.609855725	5.64899398	5.63315415	5.141210137	5.131422148	5.502609526	5.839462871	5.530827324	5.789653529	5.716870249	5.312358059
PSPTO_1598	def-2	polypeptide deformylase	6.203604271	6.319015488	6.015299828	6.374904841	6.132522882	6.753655191	6.127528348	6.229506845	6.214005692	6.394743482	6.288197516	6.309306026	5.857059582	5.882075995	5.827744601	6.113656036	5.719311312	6.075986927	6.155720052	6.15475526	5.681629784	6.216898167	5.679801221	6.242166561	6.331640321	5.813940039	6.160480898	6.019896981	6.090017925	6.094911629	6.180080112	6.319875207
PSPTO_1600		ABC transporter periplasmic substrate-binding protein	6.183544772	5.534138222	6.416167198	6.118226959	5.964174762	8.164724562	5.480271911	5.41518943	5.296297785	5.375532849	5.052176535	7.120317747	5.289158906	5.833090885	5.712425632	5.86100194	6.132118205	5.452231718	5.478465964	5.055728807	5.529512678	5.459754821	5.652595802	5.601420637	5.772323848	6.012716501	5.939008955	5.257494561	5.361355581	5.476311302	6.303685565	5.229945618
PSPTO_1601		hypothetical protein	3.469617363	3.956101124	5.022278662	3.145398297	4.016871668	4.044755128	4.207368059	4.230204802	4.519874246	3.745450365	4.554357372	4.611521943	3.795449553	3.549650593	4.158025745	3.749059507	5.609966323	3.619935684	4.144486815	4.147027236	2.972098875	3.760417701	3.880897373	4.205916627	4.293686683	4.049868652	3.391064097	4.217484445	4.430014361	3.842056434	3.861967883	4.362828074
PSPTO_1604		hydrolase	6.775999237	6.596598314	6.768438783	7.306988311	6.562598392	8.24370887	6.604533129	6.245967675	6.319780362	6.412181282	6.504519172	7.354587163	7.508314457	7.198911858	7.742986377	7.127310457	7.806969082	6.373059143	6.296802622	6.619941876	6.314576345	6.454263516	6.107117887	6.456566336	6.85236588	6.91301638	6.481211156	6.636956411	6.603886389	6.732850011	6.863285746	6.880044926
PSPTO_1605		sensory box histidine kinase	5.257702026	5.364705425	6.179531261	5.999128669	5.394261043	7.577642152	5.569872552	5.413764344	5.580040249	5.39675631	5.16072919	6.734148742	7.267207369	6.792629884	7.465195392	7.263446446	8.037761526	5.210031485	5.272139301	5.181097123	5.377267852	5.603991789	5.152586631	5.187953493	5.963668673	5.793636849	5.712740341	5.704965708	4.80789872	5.285087089	5.589232657	5.335679028
PSPTO_1606		sensor histidine kinase	6.175562493	5.97455189	6.081057479	6.165714235	5.837899299	6.627952172	5.906907812	5.869448282	6.298069373	5.939128811	6.034234967	6.088116465	6.780122258	6.533024126	6.583533209	6.492684356	6.949786675	5.619566021	5.928471202	5.904689977	5.938854702	5.80800188	5.812373663	6.068408425	5.963070117	5.869135721	5.971161179	6.139135674	5.918337427	6.039729216	5.69088257	6.160442519
PSPTO_1607		hypothetical protein	6.914500243	6.348613212	7.192937736	6.488531325	7.300513544	7.67296746	6.33515275	6.688005509	5.940582927	6.473026383	6.558401115	7.991356745	7.218307478	7.243517744	7.209174199	7.733262487	6.800148883	6.33999725	6.234405278	5.983622156	7.13770323	6.899059624	7.233102789	6.504917294	5.567467436	6.397105326	6.946881396	6.439821152	6.090670231	6.048271385	7.092185145	5.650393406
PSPTO_1608		hypothetical protein	7.247988449	6.744066358	7.358704899	6.605367823	7.346703888	7.441624701	6.54088215	6.92281956	6.358887355	6.708817722	6.976238211	7.961438218	5.402738009	5.92678122	5.249190126	6.37516749	5.989762792	6.66908297	6.823955888	6.552799686	7.298247275	6.935632565	7.286438516	6.902542919	6.360093055	6.965436221	7.077818215	6.762184154	6.726357063	6.557184626	7.824240145	6.637224549
PSPTO_1609		hypothetical protein	11.5364819	8.795646377	9.937396017	9.524310641	10.86249175	12.5932918	8.487826599	9.999913154	8.929771771	9.002990017	9.219873041	10.98753809	6.564959974	6.945048169	7.101783548	6.686620696	7.285484375	8.085737705	8.583086112	8.141904999	9.627120142	8.947319967	8.88001335	9.628521016	8.801887772	9.102903767	10.00215151	8.740404068	8.626773084	8.545784959	11.40055743	8.515041088
PSPTO_1610		TonB-dependent siderophore receptor	5.784588916	6.851502435	6.188697367	5.27080011	5.672893286	3.62991032	6.488751072	5.554709869	6.530611602	6.26768193	6.657035324	4.691066538	4.542358272	5.227492452	4.576085827	4.343730999	3.537946383	6.483150858	5.802808688	6.146098176	6.037532751	6.556791858	6.143308739	6.774385858	6.251886661	6.13076579	5.716513961	6.385649831	5.775704402	6.580087995	5.441152535	6.384438681
PSPTO_1616		diguanylate cyclase	4.753301741	5.223888048	5.264755822	5.234669801	5.170826601	5.244768614	5.054629165	4.854429936	5.258587658	5.260845947	5.249557642	5.414444947	5.767880846	6.125795944	5.69068255	5.828495795	5.866003437	5.334822016	5.152441093	5.374034249	5.221409414	5.267915745	5.567140016	5.103368489	5.369298503	5.634716282	4.907084563	5.154025153	5.347852437	5.530087543	5.285510178	5.048962468
PSPTO_1618		LysR family transcriptional regulator	4.69533009	4.773267975	4.903650389	4.691401883	4.752552371	6.13367073	4.999017869	4.896332186	5.05671171	5.243049015	4.84124925	5.875978032	6.417534028	5.683604342	6.217736983	6.118090415	6.596349306	5.26500824	5.128046911	5.031081153	5.110629624	5.014684314	4.953876888	5.087316367	5.375432224	4.973866636	4.920072595	4.751669645	5.182582462	4.768665321	5.336128616	5.368430316
PSPTO_1619		hypothetical protein	7.958577548	7.767455106	7.579101409	7.358609291	7.79965692	6.989731473	7.469822296	7.53809345	7.825353119	7.795916729	7.510908215	7.646624926	7.817192862	8.872104714	8.065312787	8.885377581	8.035206768	7.231728882	7.688566702	7.575330121	7.638551654	7.427258032	7.380528498	7.593143971	7.590824036	7.438765783	7.161823699	7.596764425	7.672956012	7.599587753	8.522288679	8.092592858
PSPTO_1620		hypothetical protein	6.717800482	6.836554385	6.812567917	6.59286011	6.303952502	6.101798668	6.529863841	6.558742798	6.399873197	6.564713464	6.249079637	6.923341689	6.725900235	7.076344779	6.692916504	7.006201727	6.994396755	6.285700561	6.327312604	6.363207546	6.172898996	6.357750013	6.255552528	6.631342143	6.569639047	6.787157781	6.230110245	6.003294351	6.53086171	6.915773851	5.992353285	6.506286265
PSPTO_1621		hypothetical protein	6.641217238	6.658881053	7.464001843	6.970456073	6.786983534	7.096589824	6.954887346	7.112291075	7.095644919	6.263453009	7.457053196	8.249526324	7.409706819	7.53854767	7.265142321	8.02591676	8.068113126	7.208706604	6.797236011	7.008965552	6.942410494	6.985820078	7.161758997	6.972869625	6.828516036	7.257852257	7.222804006	6.97644322	6.785067007	7.028118701	6.558194057	6.399225781
PSPTO_1624		sodium:solute symporter family protein	5.872174608	6.072018316	8.369820067	3.475157111	6.171605147	10.53318398	6.006892245	4.804788665	5.683515394	5.212966585	5.408229234	10.04721018	4.495756377	8.156979039	8.820893841	7.566898007	8.760807357	6.322313457	5.755453962	4.682970227	6.307109939	5.824729461	5.862316374	6.046486088	6.694813795	7.373750353	6.387795976	5.587920596	5.452451623	5.500430197	5.792946524	5.917621294
PSPTO_1627		short chain dehydrogenase	4.62801548	3.676104217	5.271321463	5.274582566	4.953199443	5.666969109	3.827308322	3.789497226	4.004940534	3.726869202	4.16291455	6.712285613	5.270947131	4.844401262	4.203176428	5.36623865	4.960014024	4.37532442	4.213643876	4.257169475	4.715454098	3.801996128	3.852520759	3.946127204	4.43640097	5.374360026	4.43825049	4.41639912	4.128536874	3.607425788	5.223629557	3.995236909
PSPTO_1630		hypothetical protein	5.968347481	5.208466032	4.614633147	5.119153614	5.572544251	6.18792693	5.253882844	5.09445608	5.043172333	5.414187954	5.141101936	4.832145033	7.524375326	7.312248567	6.627464562	7.299751626	6.092571935	4.885045545	4.846237617	4.952241124	5.176306353	5.014612837	5.064889673	4.703030559	5.914055586	4.82790569	5.099439308	5.191926375	5.141702149	5.326434066	6.541757811	5.291431238
PSPTO_1631		hypothetical protein	7.535803525	5.937546788	7.600419503	7.120564515	7.489009477	8.850405694	6.488345201	7.113054902	6.685625656	6.546311972	6.748567036	7.569490034	3.78869169	3.99136702	3.879484254	3.928743654	5.798154389	6.613890388	6.27101571	6.14756675	7.289699949	6.781141505	6.943892004	6.430999982	6.50802932	7.091682722	7.713645858	6.97828029	6.294637352	6.442666814	7.848814086	5.576467985
PSPTO_1632		GNAT family acetyltransferase	9.009678198	7.787140944	8.904932663	8.594767241	9.218402129	10.03347706	7.96226496	9.096310855	8.333802723	8.390133184	8.443938076	9.056115716	5.824164867	5.581075372	5.487969598	5.801402221	7.17224433	8.233200067	8.130851545	7.590099692	8.965629204	8.37412791	8.686160292	8.039930028	8.042247479	8.546603431	9.039186241	8.337231558	8.143805847	7.676769685	9.711225862	8.066297498
PSPTO_1633	asnB	asparagine synthetase	9.011837464	7.683320584	8.959744866	8.58088986	8.873105673	10.3380096	7.80858365	8.502085097	7.880324066	8.165319783	8.014746895	9.033501317	6.159687475	6.192919324	6.155754959	6.248773368	7.416287467	7.951542703	7.859286509	7.352678761	8.448922528	7.994849022	8.091571569	7.833384001	7.957185886	8.256743297	8.683056245	8.150375933	8.050194328	7.715590223	9.353120982	7.665183138
PSPTO_1635		hypothetical protein	4.464524234	4.533456606	4.730872125	4.929749469	4.857272003	5.497210382	4.586445499	3.640695374	4.313950608	4.131985965	4.309611398	6.17440023	4.858100242	4.593119701	4.949836145	5.070461127	5.664855163	4.600596161	4.367064537	4.312843248	5.109083716	4.429375973	4.95323064	4.391250566	4.531937124	4.413616211	5.168992115	4.597720252	4.469843166	4.358528466	4.769248143	4.428052047
PSPTO_1637		ABC transporter permease	4.695363853	5.270760578	5.245002935	4.055713853	4.76529242	5.648152093	5.22949496	4.650146183	4.929122038	4.821590859	4.890893466	4.848688715	5.381763895	5.861321105	6.159468189	5.648064765	6.166184079	5.056202355	5.066812528	4.874072409	4.877092061	5.012712661	4.907463679	5.019482158	5.258060644	4.705627894	4.685956344	4.927126029	4.998725136	4.896941537	4.758268887	5.568523232
PSPTO_1639		bifunctional tRNA (mnm(5)s(2)U34)-methyltransferase/FAD-dependent cmnm(5)s(2)U34 oxidoreductase	6.286019451	6.257104318	5.626149675	6.148320486	6.093739206	5.754633266	6.205156883	6.039842908	6.029832959	6.149619088	6.409020611	5.411103253	6.187711603	6.355511599	6.516280779	6.059695249	6.228183049	6.198728996	6.258468191	6.262613544	6.343989624	6.26956238	6.130131089	6.512865435	6.088782271	6.301627502	6.371365891	6.381192624	5.742526713	6.17680093	6.205212165	6.087926596
PSPTO_1640		hypothetical protein	5.597839602	4.974684515	6.047195231	5.982458749	5.53988811	7.244405636	5.009493904	5.18024103	5.247426997	5.31241243	5.208190769	6.834708761	4.763685298	4.677690038	5.309470476	5.398706131	5.949987583	5.027600296	5.094278177	4.723142187	5.062171699	5.430195178	5.108404332	5.0210965	5.459000637	5.786211545	5.383324424	5.02628872	5.143346648	4.892975516	5.597776557	5.038665709
PSPTO_1643		hypothetical protein	7.66925228	7.559560478	7.036074197	7.346006402	7.377694124	7.271134147	7.758606712	7.284985043	7.577174646	7.699207563	7.508710377	6.048316902	8.372243787	8.575625291	8.209376773	8.486007759	8.053143794	7.427179831	7.479497209	7.539031659	7.496335438	7.552715052	7.43095723	7.454565082	7.777994728	7.389559948	7.499354452	7.564001824	7.68208735	7.741089813	7.513830371	7.451227424
PSPTO_1644	recQ	ATP-dependent DNA helicase RecQ	9.254720604	9.310903283	9.269991205	9.350680178	9.342723839	8.619268756	9.311661832	9.525148544	9.33914907	9.38589499	9.464873559	8.312702794	9.378764819	9.277797791	9.282635432	9.090521748	9.214005742	9.397817756	9.459073338	9.334814357	9.370900682	9.326755671	9.494851821	9.383846158	9.258338149	9.378684651	9.287640708	9.27524288	9.321096162	9.360133457	9.082259968	9.211517111
PSPTO_1645		MarR family transcriptional regulator	7.771510706	7.695980838	7.446331314	7.557183917	7.497161642	8.2945094	7.668921841	7.472598312	7.401245123	7.724870951	7.374040201	7.487673712	8.247778033	7.908368682	8.079391889	7.836402965	8.498585678	7.677832726	7.711414254	7.744530777	7.196177354	7.420282539	7.561822286	7.69829143	7.794478615	7.647824941	7.350934557	7.610907787	7.690382673	7.596985988	7.796212911	8.019783363
PSPTO_1646		LysM domain-containing protein	7.07505152	7.118667634	7.39400325	7.621344175	7.098851421	7.999912413	7.168868198	7.083099107	7.125073591	7.088657731	7.161563867	7.489856898	8.144254452	8.0726417	8.134371822	8.074860248	8.511225201	7.223201936	7.339919783	7.36109973	7.313657204	7.336738807	7.140489846	7.227905827	7.23591774	7.49873578	7.178786419	7.460202691	7.321457021	7.243559678	7.095135352	7.130822931
PSPTO_1648	aer-1	aerotaxis receptor	5.943668205	6.407787579	6.458784423	6.264219266	5.884598249	7.106120655	6.172249954	6.176449057	6.047128018	5.673794161	6.121084683	6.919148479	7.062123908	7.528126953	7.518090198	7.362421888	8.039664549	5.900855763	5.886690554	6.1820265	6.082236981	5.752188645	5.979519222	6.21775634	6.214036601	6.233009244	6.08380051	5.96359471	6.178938699	6.160532359	6.359794886	6.221529677
PSPTO_1653		hypothetical protein	5.85473831	5.952239298	6.140027448	5.181794973	5.739680735	5.738330228	5.979536374	6.254742562	6.107518828	6.383448812	6.25141412	6.737218198	6.947882839	7.208500477	7.107733568	7.191301505	7.382640634	6.30149061	5.784472588	5.819350119	6.08926428	6.350482001	5.99188249	5.805246479	6.371056202	6.087655898	6.037604976	5.992168576	5.63712328	6.057054778	5.783167177	6.149181301
PSPTO_1654		hypothetical protein	4.878120314	5.015293744	5.040103005	4.577928782	4.867846338	4.562396483	5.285569902	4.702441926	5.055050328	4.962059434	5.33581684	6.053164605	6.318134912	6.467577956	6.612441783	6.411624123	6.326721051	5.60555373	4.990809658	5.376736188	5.013954307	5.222405733	5.045895346	5.249680333	4.810170988	5.334869266	5.495527921	5.276948274	4.988959443	5.293256149	5.465352489	5.863302105
PSPTO_1656		hypothetical protein	7.199369491	7.278015675	7.406496208	7.299514493	7.085985619	7.559529995	7.360201714	6.956924868	7.376198213	7.191467494	7.167724457	7.909065042	7.525432622	7.327543533	7.204775672	7.58599639	7.7422888	7.330845878	7.192643023	7.092598479	7.084181371	7.276836546	7.307250973	7.421735564	7.345733757	7.152681776	7.067812358	7.119041326	6.965125007	7.259138067	7.184640077	7.222846458
PSPTO_1657		hypothetical protein	5.899921927	6.054029494	6.329412149	5.338796252	5.942868572	6.858110614	6.118327372	5.86338124	6.09630506	5.888980221	6.15649851	6.693383371	7.262230198	7.191541831	7.403963451	7.462345486	7.56051682	6.094247549	5.929320175	6.148597322	6.039320301	6.031075091	6.180205346	5.91115272	5.723585783	6.290798426	5.749235131	6.274478834	6.378464959	6.221711405	6.437216603	6.412993685
PSPTO_1660		helicase/SNF2 family domain protein	7.068011687	7.325931045	7.547426062	7.1416421	7.31999473	7.60305611	7.630144837	7.389121819	7.349030269	7.37427298	7.489427282	7.544571256	8.449948171	8.252961647	8.277734513	8.786534656	8.491713049	7.585871491	7.269182759	7.518116817	7.338742374	7.609306461	7.547340674	7.570449285	7.843548079	7.520464768	7.413942537	7.550656367	7.199066277	7.29200583	7.482963019	7.86563357
PSPTO_1661	nrdB	ribonucleotide-diphosphate reductase subunit beta	8.901707082	8.797741272	8.595946646	9.058224976	8.950736773	7.207605398	8.874990386	9.012287947	9.020818913	8.792054991	9.219589723	7.83870337	8.042167012	8.08956117	7.547897428	8.146144147	8.149812813	9.173584775	9.069412596	9.010427969	9.235225662	8.900134397	9.086637678	8.677276142	8.279885682	9.019820246	9.445502237	8.954924996	8.884393414	8.945779784	8.689936313	8.348983181
PSPTO_1671	nrdA	ribonucleotide-diphosphate reductase subunit alpha	11.05686528	10.91917207	10.93836502	10.87528681	11.1178566	8.998329423	11.06331236	11.2877073	11.30520461	11.20971351	11.47514572	10.40657021	9.150498158	9.554944305	9.282936316	9.734165588	9.356295823	11.31266672	11.40965427	11.41836232	11.35449154	11.26810644	11.24166124	11.18924855	10.7836318	11.23316736	11.40411785	11.26466185	10.96485003	11.1100491	10.8080905	10.61231799
PSPTO_1675		siderophore biosynthesis protein	5.805399772	6.337756727	5.96105018	5.886150791	6.074600285	6.94435148	6.316470281	6.391301167	6.275886704	6.153065947	6.372297339	6.441803935	7.421874987	7.726597081	7.871462656	7.505740747	7.957751762	5.829846392	6.456285195	6.338509303	6.168091746	6.129917021	6.414354219	6.15293449	6.08292504	5.929545642	6.20933797	6.192282342	6.022236968	6.383173355	6.366941506	6.694635651
