# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	old_locus_tag	single_old_locus	other_old_locus
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	734052	734936	+	WP_032621927.1	WP_032621927.1		sugar nucleotide-binding protein		1182297	PSPTO_RS03585	885	294	"PSPTO0677,PSPTO_0677"	PSPTO0677	PSPTO_0677
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	734929	735858	+	WP_011103232.1	WP_011103232.1		NAD-dependent epimerase/dehydratase family protein		1182298	PSPTO_RS03590	930	309	"PSPTO0678,PSPTO_0678"	PSPTO0678	PSPTO_0678
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	736029	736715	-	WP_005768999.1	WP_005768999.1		OmpW family outer membrane protein		1182299	PSPTO_RS03595	687	228	"PSPTO0679,PSPTO_0679"	PSPTO0679	PSPTO_0679
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	736819	737343	-	WP_005769001.1	WP_005769001.1		DUF3299 domain-containing protein		1182300	PSPTO_RS03600	525	174	"PSPTO0680,PSPTO_0680"	PSPTO0680	PSPTO_0680
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	737352	738617	-	WP_005769004.1	WP_005769004.1		ABC transporter permease		1182301	PSPTO_RS03605	1266	421	"PSPTO0681,PSPTO_0681"	PSPTO0681	PSPTO_0681
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	738619	739329	-	WP_005769006.1	WP_005769006.1		ABC transporter ATP-binding protein		1182302	PSPTO_RS03610	711	236	"PSPTO0682,PSPTO_0682"	PSPTO0682	PSPTO_0682
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	739399	739986	-	WP_011103233.1	WP_011103233.1		DUF2796 domain-containing protein		1182303	PSPTO_RS03615	588	195	"PSPTO0683,PSPTO_0683"	PSPTO0683	PSPTO_0683
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	740290	740712	+	WP_005614373.1	WP_005614373.1		nuclear transport factor 2 family protein		1182304	PSPTO_RS03620	423	140	"PSPTO0684,PSPTO_0684"	PSPTO0684	PSPTO_0684
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	740788	741144	+	WP_005769010.1	WP_005769010.1		hypothetical protein		1182305	PSPTO_RS03625	357	118	"PSPTO0685,PSPTO_0685"	PSPTO0685	PSPTO_0685
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	741199	742071	-	WP_003379146.1	WP_003379146.1		thioredoxin	trxA	1182306	PSPTO_RS03630	873	290	"PSPTO0686,PSPTO_0686"	PSPTO0686	PSPTO_0686
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	742244	742897	-	WP_011103234.1	WP_011103234.1		50S ribosomal protein L11 methyltransferase		1182307	PSPTO_RS03635	654	217	"PSPTO0687,PSPTO_0687"	PSPTO0687	PSPTO_0687
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	742894	743343	-	WP_003379143.1	WP_003379143.1		lipoprotein		1182308	PSPTO_RS03640	450	149	"PSPTO0688,PSPTO_0688"	PSPTO0688	PSPTO_0688
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	743520	743984	+	WP_003379141.1	WP_003379141.1		transcriptional regulator NrdR	nrdR	1182309	PSPTO_RS03645	465	154	"PSPTO0689,PSPTO_0689"	PSPTO0689	PSPTO_0689
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	743981	745126	+	WP_011103235.1	WP_011103235.1		bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	ribD	1182310	PSPTO_RS03650	1146	381	"PSPTO0690,PSPTO_0690"	PSPTO0690	PSPTO_0690
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	745174	745836	+	WP_011103236.1	WP_011103236.1		riboflavin synthase		1182311	PSPTO_RS03655	663	220	"PSPTO0691,PSPTO_0691"	PSPTO0691	PSPTO_0691
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	745854	746945	+	WP_011103237.1	WP_011103237.1		"bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II"	ribBA	1182312	PSPTO_RS03660	1092	363	"PSPTO0692,PSPTO_0692"	PSPTO0692	PSPTO_0692
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	747074	747550	+	WP_002555427.1	WP_002555427.1		"6,7-dimethyl-8-ribityllumazine synthase"	ribE	1182313	PSPTO_RS03665	477	158	"PSPTO0693,PSPTO_0693"	PSPTO0693	PSPTO_0693
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	747547	748044	+	WP_011103238.1	WP_011103238.1		transcription antitermination factor NusB	nusB	1182314	PSPTO_RS03670	498	165	"PSPTO0694,PSPTO_0694"	PSPTO0694	PSPTO_0694
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	748061	749026	+	WP_011103239.1	WP_011103239.1		thiamine-phosphate kinase	thiL	1182315	PSPTO_RS03675	966	321	"PSPTO0695,PSPTO_0695"	PSPTO0695	PSPTO_0695
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	749161	749778	+	WP_003379129.1	WP_003379129.1		GTP cyclohydrolase II	ribA	1182316	PSPTO_RS03680	618	205	"PSPTO0696,PSPTO_0696"	PSPTO0696	PSPTO_0696
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	749775	750191	+	WP_005769026.1	WP_005769026.1		hypothetical protein		1182317	PSPTO_RS03685	417	138	"PSPTO0697,PSPTO_0697"	PSPTO0697	PSPTO_0697
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	750560	752455	-	WP_011103240.1	WP_011103240.1		1-deoxy-D-xylulose-5-phosphate synthase	dxs	1182318	PSPTO_RS03690	1896	631	"PSPTO0698,PSPTO_0698"	PSPTO0698	PSPTO_0698
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	752619	753506	-	WP_007245492.1	WP_007245492.1		"(2E,6E)-farnesyl diphosphate synthase"		1182319	PSPTO_RS03695	888	295	"PSPTO0699,PSPTO_0699"	PSPTO0699	PSPTO_0699
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	753503	753748	-	WP_003379121.1	WP_003379121.1		exodeoxyribonuclease VII small subunit		1182320	PSPTO_RS03700	246	81	"PSPTO0700,PSPTO_0700"	PSPTO0700	PSPTO_0700
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	753852	755018	-	WP_011103241.1	WP_011103241.1		cystathionine beta-lyase	metC	1182321	PSPTO_RS03705	1167	388	"PSPTO0701,PSPTO_0701"	PSPTO0701	PSPTO_0701
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	755088	756107	-	WP_011103242.1	WP_011103242.1		PDDEXK nuclease domain-containing protein		1182322	PSPTO_RS03710	1020	339	"PSPTO0702,PSPTO_0702"	PSPTO0702	PSPTO_0702
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	756309	757151	-	WP_005769036.1	WP_005769036.1		glutathione-dependent disulfide-bond oxidoreductase	yghU	1182323	PSPTO_RS03715	843	280	"PSPTO0703,PSPTO_0703"	PSPTO0703	PSPTO_0703
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	757479	758255	+	WP_011103244.1	WP_011103244.1		ABC transporter permease		1182324	PSPTO_RS03720	777	258	"PSPTO0704,PSPTO_0704"	PSPTO0704	PSPTO_0704
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	758252	758956	+	WP_007245496.1	WP_007245496.1		ABC transporter ATP-binding protein		1182325	PSPTO_RS03725	705	234	"PSPTO0705,PSPTO_0705"	PSPTO0705	PSPTO_0705
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	759038	759799	+	WP_011103245.1	WP_011103245.1		glycosyltransferase family 2 protein		1182326	PSPTO_RS03730	762	253	"PSPTO0706,PSPTO_0706"	PSPTO0706	PSPTO_0706
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	759801	760415	+	WP_005769042.1	WP_005769042.1		phosphatidylinositol-specific phospholipase C/glycerophosphodiester phosphodiesterase family protein		1182327	PSPTO_RS03735	615	204	"PSPTO0707,PSPTO_0707"	PSPTO0707	PSPTO_0707
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	760423	761061	+	WP_005769043.1	WP_005769043.1		HAD family phosphatase		1182328	PSPTO_RS03740	639	212	"PSPTO0708,PSPTO_0708"	PSPTO0708	PSPTO_0708
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	761058	761789	+	WP_005769045.1	WP_005769045.1		glycosyltransferase family 2 protein		1182329	PSPTO_RS03745	732	243	"PSPTO0709,PSPTO_0709"	PSPTO0709	PSPTO_0709
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	761786	762106	+	WP_044391358.1	WP_044391358.1		hypothetical protein		1182330	PSPTO_RS03750	321	106	"PSPTO0710,PSPTO_0710"	PSPTO0710	PSPTO_0710
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	762110	763885	+	WP_011103247.1	WP_011103247.1		hypothetical protein		1182331	PSPTO_RS03755	1776	591	"PSPTO0711,PSPTO_0711"	PSPTO0711	PSPTO_0711
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	763882	764487	+	WP_011103248.1	WP_011103248.1		hypothetical protein		1182332	PSPTO_RS03760	606	201	"PSPTO0712,PSPTO_0712"	PSPTO0712	PSPTO_0712
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	764541	765584	+	WP_005769052.1	WP_005769052.1		WavE lipopolysaccharide synthesis family protein		1182333	PSPTO_RS03765	1044	347	"PSPTO0713,PSPTO_0713"	PSPTO0713	PSPTO_0713
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	765763	768054	+	WP_011103249.1	WP_011103249.1		autotransporter outer membrane beta-barrel domain-containing protein		1182334	PSPTO_RS03770	2292	763	"PSPTO0714,PSPTO_0714"	PSPTO0714	PSPTO_0714
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	768108	768905	+	WP_011103250.1	WP_011103250.1		hypothetical protein		1182335	PSPTO_RS03775	798	265	"PSPTO0715,PSPTO_0715"	PSPTO0715	PSPTO_0715
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	768928	769200	-	WP_007245505.1	WP_007245505.1		helix-turn-helix transcriptional regulator		1182336	PSPTO_RS03780	273	90	"PSPTO0716,PSPTO_0716"	PSPTO0716	PSPTO_0716
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	769224	769466	-	WP_011103251.1	WP_011103251.1		helix-turn-helix transcriptional regulator		1182337	PSPTO_RS03785	243	80	"PSPTO0717,PSPTO_0717"	PSPTO0717	PSPTO_0717
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	769587	769985	+	WP_011103252.1	WP_011103252.1		hypothetical protein		1182338	PSPTO_RS03790	399	132	"PSPTO0718,PSPTO_0718"	PSPTO0718	PSPTO_0718
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	769966	770142	+	WP_010201210.1	WP_010201210.1		hypothetical protein		44156695	PSPTO_RS29840	177	58	"PSPTO0719,PSPTO_0719"	PSPTO0719	PSPTO_0719
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	770132	770413	+	WP_010201208.1	WP_010201208.1		helix-turn-helix domain-containing protein		1182340	PSPTO_RS03795	282	93	"PSPTO0720,PSPTO_0720"	PSPTO0720	PSPTO_0720
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	770709	771440	-	WP_005770134.1	WP_005770134.1		XRE family transcriptional regulator		1182341	PSPTO_RS03800	732	243	"PSPTO0721,PSPTO_0721"	PSPTO0721	PSPTO_0721
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	771799	772326	-	WP_005614429.1	WP_005614429.1		inorganic diphosphatase	ppa	1182342	PSPTO_RS03805	528	175	"PSPTO0722,PSPTO_0722"	PSPTO0722	PSPTO_0722
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	772437	773246	-	WP_011103253.1	WP_011103253.1		zinc-dependent peptidase		1182343	PSPTO_RS03810	810	269	"PSPTO0723,PSPTO_0723"	PSPTO0723	PSPTO_0723
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	773250	773897	-	WP_005770132.1	WP_005770132.1		DedA family protein		1182344	PSPTO_RS03815	648	215	"PSPTO0724,PSPTO_0724"	PSPTO0724	PSPTO_0724
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	774090	774548	-	WP_024667238.1	WP_024667238.1		GNAT family N-acetyltransferase		1182345	PSPTO_RS03820	459	152	"PSPTO0725,PSPTO_0725"	PSPTO0725	PSPTO_0725
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	774632	775495	-	WP_005770129.1	WP_005770129.1		ethanolamine ammonia-lyase subunit EutC	eutC	1182346	PSPTO_RS03825	864	287	"PSPTO0726,PSPTO_0726"	PSPTO0726	PSPTO_0726
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	775492	776886	-	WP_011103255.1	WP_011103255.1		ethanolamine ammonia-lyase subunit EutB		1182347	PSPTO_RS03830	1395	464	"PSPTO0727,PSPTO_0727"	PSPTO0727	PSPTO_0727
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	777182	778702	-	WP_011103256.1	WP_011103256.1		aldehyde dehydrogenase family protein		1182348	PSPTO_RS03835	1521	506	"PSPTO0728,PSPTO_0728"	PSPTO0728	PSPTO_0728
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	778928	780277	+	WP_005770120.1	WP_005770120.1		UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	mpl	1182349	PSPTO_RS03840	1350	449	"PSPTO0729,PSPTO_0729"	PSPTO0729	PSPTO_0729
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	780274	780903	+	WP_003379089.1	WP_003379089.1		flavin prenyltransferase UbiX	ubiX	1182350	PSPTO_RS03845	630	209	"PSPTO0730,PSPTO_0730"	PSPTO0730	PSPTO_0730
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	780896	781180	+	WP_005770118.1	WP_005770118.1		YceK/YidQ family lipoprotein		1182351	PSPTO_RS03850	285	94	"PSPTO0731,PSPTO_0731"	PSPTO0731	PSPTO_0731
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	781219	781860	-	WP_005770116.1	WP_005770116.1		oxidoreductase		1182352	PSPTO_RS03855	642	213	"PSPTO0732,PSPTO_0732"	PSPTO0732	PSPTO_0732
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	781888	783615	-	WP_005770114.1	WP_005770114.1		C13 family peptidase		1182353	PSPTO_RS03860	1728	575	"PSPTO0733,PSPTO_0733"	PSPTO0733	PSPTO_0733
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	783756	784211	-	WP_005770111.1	WP_005770111.1		MaoC family dehydratase		1182354	PSPTO_RS03865	456	151	"PSPTO0734,PSPTO_0734"	PSPTO0734	PSPTO_0734
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	784409	784771	+	WP_005770109.1	WP_005770109.1		CidA/LrgA family protein		1182355	PSPTO_RS03870	363	120	"PSPTO0735,PSPTO_0735"	PSPTO0735	PSPTO_0735
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	784768	785484	+	WP_005770108.1	WP_005770108.1		LrgB family protein		1182356	PSPTO_RS03875	717	238	"PSPTO0736,PSPTO_0736"	PSPTO0736	PSPTO_0736
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	785498	786088	+	WP_011103257.1	WP_011103257.1		LON peptidase substrate-binding domain-containing protein		1182357	PSPTO_RS03880	591	196	"PSPTO0737,PSPTO_0737"	PSPTO0737	PSPTO_0737
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	786218	786781	-	WP_011103258.1	WP_011103258.1		DUF4136 domain-containing protein		1182358	PSPTO_RS03885	564	187	"PSPTO0738,PSPTO_0738"	PSPTO0738	PSPTO_0738
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	786811	787449	-	WP_011103259.1	WP_011103259.1		DUF4136 domain-containing protein		1182359	PSPTO_RS03890	639	212	"PSPTO0739,PSPTO_0739"	PSPTO0739	PSPTO_0739
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	787469	788218	-	WP_046463383.1	WP_046463383.1		methyltransferase domain-containing protein		1182360	PSPTO_RS03895	750	249	"PSPTO0740,PSPTO_0740"	PSPTO0740	PSPTO_0740
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	788215	788520	-	WP_005770099.1	WP_005770099.1		MazG-like family protein		1182361	PSPTO_RS03900	306	101	"PSPTO0741,PSPTO_0741"	PSPTO0741	PSPTO_0741
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	788635	789492	-	WP_011103261.1	WP_011103261.1		MaoC/PaaZ C-terminal domain-containing protein		1182362	PSPTO_RS03905	858	285	"PSPTO0742,PSPTO_0742"	PSPTO0742	PSPTO_0742
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	789523	790878	-	WP_011103262.1	WP_011103262.1		3-oxoacyl-ACP reductase		1182363	PSPTO_RS03910	1356	451	"PSPTO0743,PSPTO_0743"	PSPTO0743	PSPTO_0743
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	790987	792264	+	WP_011103263.1	WP_011103263.1		acetyl-CoA C-acetyltransferase		1182364	PSPTO_RS03915	1278	425	"PSPTO0744,PSPTO_0744"	PSPTO0744	PSPTO_0744
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	792397	792675	+	WP_005614458.1	WP_005614458.1		hypothetical protein		1182365	PSPTO_RS03920	279	92	"PSPTO0745,PSPTO_0745"	PSPTO0745	PSPTO_0745
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	792708	794105	+	WP_005770090.1	WP_005770090.1		DUF726 domain-containing protein		1182366	PSPTO_RS03925	1398	465	"PSPTO0746,PSPTO_0746"	PSPTO0746	PSPTO_0746
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	794113	795213	-	WP_046463386.1	WP_046463386.1		bile acid:sodium symporter family protein		1182367	PSPTO_RS03930	1101	366	"PSPTO0747,PSPTO_0747"	PSPTO0747	PSPTO_0747
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	795585	796481	+	WP_005770085.1	WP_005770085.1		PA4780 family RIO1-like protein kinase		1182368	PSPTO_RS03935	897	298	"PSPTO0748,PSPTO_0748"	PSPTO0748	PSPTO_0748
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	796601	797002	-	WP_005770083.1	WP_005770083.1		Cu(I)-responsive transcriptional regulator	cueR	1182369	PSPTO_RS03940	402	133	"PSPTO0749,PSPTO_0749"	PSPTO0749	PSPTO_0749
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	796999	799197	-	WP_005770081.1	WP_005770081.1		heavy metal translocating P-type ATPase		1182370	PSPTO_RS03945	2199	732	"PSPTO0750,PSPTO_0750"	PSPTO0750	PSPTO_0750
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	799267	799647	-	WP_005770079.1	WP_005770079.1		hypothetical protein		1182371	PSPTO_RS03950	381	126	"PSPTO0751,PSPTO_0751"	PSPTO0751	PSPTO_0751
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	799794	799991	+	WP_005770077.1	WP_005770077.1		heavy-metal-associated domain-containing protein		1182372	PSPTO_RS03955	198	65	"PSPTO0752,PSPTO_0752"	PSPTO0752	PSPTO_0752
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	800138	801334	+	WP_005770075.1	WP_005770075.1		multidrug effflux MFS transporter		1182373	PSPTO_RS03960	1197	398	"PSPTO0753,PSPTO_0753"	PSPTO0753	PSPTO_0753
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	801383	802396	-	WP_005770073.1	WP_005770073.1		zinc-binding alcohol dehydrogenase family protein		1182374	PSPTO_RS03965	1014	337	"PSPTO0754,PSPTO_0754"	PSPTO0754	PSPTO_0754
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	802509	803432	+	WP_011103267.1	WP_011103267.1		LysR family transcriptional regulator		1182375	PSPTO_RS03970	924	307	"PSPTO0755,PSPTO_0755"	PSPTO0755	PSPTO_0755
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	803869	804561	+	WP_005770069.1	WP_005770069.1		helix-turn-helix transcriptional regulator		1182376	PSPTO_RS03975	693	230	"PSPTO0756,PSPTO_0756"	PSPTO0756	PSPTO_0756
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	804854	805807	-	WP_005614495.1	WP_005614495.1		adenosine deaminase		1182377	PSPTO_RS03980	954	317	"PSPTO0757,PSPTO_0757"	PSPTO0757	PSPTO_0757
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	805886	806851	-	WP_011103268.1	WP_011103268.1		2-oxoglutarate and iron-dependent oxygenase domain-containing protein		1182378	PSPTO_RS03985	966	321	"PSPTO0758,PSPTO_0758"	PSPTO0758	PSPTO_0758
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	806929	808023	-	WP_005614499.1	WP_005614499.1		BMP family ABC transporter substrate-binding protein		1182379	PSPTO_RS03990	1095	364	"PSPTO0759,PSPTO_0759"	PSPTO0759	PSPTO_0759
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	808253	809044	-	WP_005770064.1	WP_005770064.1		Fe(3+) dicitrate ABC transporter ATP-binding protein FecE	fecE	1182380	PSPTO_RS03995	792	263	"PSPTO0760,PSPTO_0760"	PSPTO0760	PSPTO_0760
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	809048	810016	-	WP_011103269.1	WP_011103269.1		iron chelate uptake ABC transporter family permease subunit		1182381	PSPTO_RS04000	969	322	"PSPTO0761,PSPTO_0761"	PSPTO0761	PSPTO_0761
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	810013	811002	-	WP_010202134.1	WP_010202134.1		iron-dicitrate ABC transporter permease FecC	fecC	1182382	PSPTO_RS04005	990	329	"PSPTO0762,PSPTO_0762"	PSPTO0762	PSPTO_0762
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	811003	811923	-	WP_007245539.1	WP_007245539.1		Fe(3+) dicitrate ABC transporter substrate-binding protein FecB		1182383	PSPTO_RS04010	921	306	"PSPTO0763,PSPTO_0763"	PSPTO0763	PSPTO_0763
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	812170	813267	+	WP_007245540.1	WP_007245540.1		calcium:proton antiporter		1182384	PSPTO_RS04015	1098	365	"PSPTO0764,PSPTO_0764"	PSPTO0764	PSPTO_0764
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	813434	814789	-	WP_011103270.1	WP_011103270.1		8-oxoguanine deaminase		1182385	PSPTO_RS04020	1356	451	"PSPTO0765,PSPTO_0765"	PSPTO0765	PSPTO_0765
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	814913	815602	-	WP_046463381.1	WP_046463381.1		SDR family oxidoreductase		1182386	PSPTO_RS04025	690	229	"PSPTO0766,PSPTO_0766"	PSPTO0766	PSPTO_0766
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	815889	816815	-	WP_005770049.1	WP_005770049.1		ABC transporter permease		1182387	PSPTO_RS04035	927	308	"PSPTO0767,PSPTO_0767"	PSPTO0767	PSPTO_0767
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	816815	817915	-	WP_007245542.1	WP_007245542.1		ABC transporter permease		1182388	PSPTO_RS04040	1101	366	"PSPTO0768,PSPTO_0768"	PSPTO0768	PSPTO_0768
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	817927	819480	-	WP_011103272.1	WP_011103272.1		ABC transporter ATP-binding protein		1182389	PSPTO_RS04045	1554	517	"PSPTO0769,PSPTO_0769"	PSPTO0769	PSPTO_0769
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	820004	820597	-	WP_007245544.1	WP_007245544.1		YigZ family protein		1182390	PSPTO_RS04050	594	197	"PSPTO0770,PSPTO_0770"	PSPTO0770	PSPTO_0770
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	820630	821286	-	WP_005770041.1	WP_005770041.1		TetR/AcrR family transcriptional regulator		1182391	PSPTO_RS04055	657	218	"PSPTO0771,PSPTO_0771"	PSPTO0771	PSPTO_0771
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	821385	822782	-	WP_011103273.1	WP_011103273.1		nucleobase:cation symporter-2 family protein		1182392	PSPTO_RS04060	1398	465	"PSPTO0772,PSPTO_0772"	PSPTO0772	PSPTO_0772
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	822968	823888	-	WP_007245546.1	WP_007245546.1		LysR family transcriptional regulator		1182393	PSPTO_RS04065	921	306	"PSPTO0773,PSPTO_0773"	PSPTO0773	PSPTO_0773
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	824016	825362	+	WP_003383172.1	WP_003383172.1		aspartate aminotransferase family protein		1182394	PSPTO_RS04070	1347	448	"PSPTO0774,PSPTO_0774"	PSPTO0774	PSPTO_0774
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	825456	826949	+	WP_011103274.1	WP_011103274.1		CoA-acylating methylmalonate-semialdehyde dehydrogenase		1182395	PSPTO_RS04075	1494	497	"PSPTO0775,PSPTO_0775"	PSPTO0775	PSPTO_0775
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	832977	836453	+	WP_011103275.1	WP_011103275.1		exodeoxyribonuclease V subunit gamma	recC	1182401	PSPTO_RS04105	3477	1158	"PSPTO0776,PSPTO_0776"	PSPTO0776	PSPTO_0776
