,Time in tree,Genetic_Diversity,Num_gene_events,GC_content
DAKCFMEO_04201,7.652399999999999,0.035,0.0,NULL
DAKCFMEO_04808,7.652399999999999,0.058,0.0,NULL
DAKCFMEO_01545,7.652399999999999,0.068,0.0,NULL
DAKCFMEO_02310,7.652399999999999,0.049,0.0,NULL
DAKCFMEO_03437,7.652399999999999,0.047,0.0,NULL
DAKCFMEO_00923,7.652399999999999,0.047,0.0,NULL
DAKCFMEO_03695,7.652399999999999,0.061,0.0,NULL
DAKCFMEO_00534,7.652399999999999,0.038,0.0,NULL
DAKCFMEO_04857,7.652399999999999,0.054,0.0,NULL
DAKCFMEO_04852,7.652399999999999,0.039,0.0,NULL
DAKCFMEO_04127,7.652399999999999,0.054,0.0,NULL
DAKCFMEO_04309,7.652399999999999,0.068,0.0,NULL
DAKCFMEO_03176,7.652399999999999,0.061,0.0,NULL
DAKCFMEO_02326,7.652399999999999,0.05,0.0,NULL
DAKCFMEO_05133,7.652399999999999,0.056,0.0,NULL
DAKCFMEO_05134,7.652399999999999,0.054,0.0,NULL
DAKCFMEO_00697,7.652399999999999,0.074,0.0,NULL
DAKCFMEO_01571,7.652399999999999,0.039,0.0,NULL
DAKCFMEO_04360,7.652399999999999,0.046,0.0,NULL
DAKCFMEO_01694,7.652399999999999,0.029,0.0,NULL
DAKCFMEO_00812,7.652399999999999,0.011,0.0,NULL
DAKCFMEO_01670,7.652399999999999,0.037,0.0,NULL
DAKCFMEO_04152,7.652399999999999,0.058,0.0,NULL
DAKCFMEO_01510,7.652399999999999,0.054,0.0,NULL
DAKCFMEO_03143,7.652399999999999,0.049,0.0,NULL
DAKCFMEO_04166,7.652399999999999,0.045,0.0,NULL
DAKCFMEO_03163,7.652399999999999,0.057,0.0,NULL
DAKCFMEO_03154,7.652399999999999,0.04,0.0,NULL
DAKCFMEO_03155,7.652399999999999,0.058,0.0,NULL
DAKCFMEO_03267,7.652399999999999,0.071,0.0,NULL
DAKCFMEO_01590,7.652399999999999,0.037,0.0,NULL
DAKCFMEO_02270,7.652399999999999,0.047,0.0,NULL
DAKCFMEO_03034,7.652399999999999,0.055,0.0,NULL
DAKCFMEO_04515,7.652399999999999,0.045,0.0,NULL
DAKCFMEO_03403,7.652399999999999,0.055,0.0,NULL
DAKCFMEO_03407,7.652399999999999,0.063,0.0,NULL
DAKCFMEO_01817,7.652399999999999,0.051,0.0,NULL
DAKCFMEO_01820,7.652399999999999,0.055,0.0,NULL
DAKCFMEO_03444,7.652399999999999,0.027,0.0,NULL
DAKCFMEO_02195,7.652399999999999,0.061,0.0,NULL
DAKCFMEO_03420,7.652399999999999,0.069,0.0,NULL
DAKCFMEO_01985,7.652399999999999,0.048,0.0,NULL
DAKCFMEO_01850,7.652399999999999,0.055,0.0,NULL
DAKCFMEO_00251,7.652399999999999,0.061,0.0,NULL
DAKCFMEO_04209,7.652399999999999,0.044,0.0,NULL
DAKCFMEO_03583,7.652399999999999,0.021,0.0,NULL
DAKCFMEO_03405,7.652399999999999,0.046,0.0,NULL
DAKCFMEO_03266,7.652399999999999,0.04,0.0,NULL
DAKCFMEO_03236,7.652399999999999,0.052,0.0,NULL
DAKCFMEO_02732,7.652399999999999,0.031,0.0,NULL
DAKCFMEO_00532,7.652399999999999,0.031,0.0,NULL
DAKCFMEO_00559,7.652399999999999,0.039,0.0,NULL
DAKCFMEO_01197,7.652399999999999,0.055,0.0,NULL
DAKCFMEO_01920,7.652399999999999,0.062,0.0,NULL
DAKCFMEO_04249,7.652399999999999,0.013,0.0,NULL
DAKCFMEO_00607,7.652399999999999,0.053,0.0,NULL
DAKCFMEO_03228,7.652399999999999,0.059,0.0,NULL
DAKCFMEO_04198,7.652399999999999,0.04,0.0,NULL
DAKCFMEO_04528,7.652399999999999,0.05,0.0,NULL
DAKCFMEO_01645,7.652399999999999,0.044,0.0,NULL
DAKCFMEO_04673,7.652399999999999,0.055,0.0,NULL
DAKCFMEO_03299,7.652399999999999,0.025,0.0,NULL
DAKCFMEO_03273,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_04713,7.652399999999999,0.044,0.0,NULL
DAKCFMEO_00410,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_01620,7.652399999999999,0.061,0.0,NULL
DAKCFMEO_04149,7.652399999999999,0.042,0.0,NULL
DAKCFMEO_02606,7.652399999999999,0.055,0.0,NULL
DAKCFMEO_04165,7.652399999999999,0.053,0.0,NULL
DAKCFMEO_02083,7.652399999999999,0.058,0.0,NULL
DAKCFMEO_05228,7.652399999999999,0.063,0.0,NULL
DAKCFMEO_00155,7.652399999999999,0.031,0.0,NULL
DAKCFMEO_03635,7.652399999999999,0.049,0.0,NULL
DAKCFMEO_02942,7.652399999999999,0.06,0.0,NULL
DAKCFMEO_01697,7.652399999999999,0.042,0.0,NULL
DAKCFMEO_04814,7.652399999999999,0.04,0.0,NULL
DAKCFMEO_00565,7.652399999999999,0.058,0.0,NULL
DAKCFMEO_00609,7.652399999999999,0.056,0.0,NULL
DAKCFMEO_00383,7.652399999999999,0.064,0.0,NULL
DAKCFMEO_00219,7.652399999999999,0.042,0.0,NULL
DAKCFMEO_00531,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_00387,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_00390,7.652399999999999,0.021,0.0,NULL
DAKCFMEO_00466,7.652399999999999,0.033,0.0,NULL
DAKCFMEO_04758,7.652399999999999,0.066,0.0,NULL
DAKCFMEO_02032,7.652399999999999,0.05,0.0,NULL
DAKCFMEO_02107,7.652399999999999,0.065,0.0,NULL
DAKCFMEO_01973,7.652399999999999,0.051,0.0,NULL
DAKCFMEO_00433,7.652399999999999,0.059,0.0,NULL
DAKCFMEO_02280,7.652399999999999,0.072,0.0,NULL
DAKCFMEO_01837,7.652399999999999,0.024,0.0,NULL
DAKCFMEO_03230,7.652399999999999,0.042,0.0,NULL
DAKCFMEO_00655,7.652399999999999,0.067,0.0,NULL
DAKCFMEO_00163,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_05008,7.652399999999999,0.035,0.0,NULL
DAKCFMEO_02228,7.652399999999999,0.042,0.0,NULL
DAKCFMEO_02725,7.652399999999999,0.057,0.0,NULL
DAKCFMEO_00451,7.652399999999999,0.038,0.0,NULL
DAKCFMEO_03428,7.652399999999999,0.064,0.0,NULL
DAKCFMEO_05137,7.652399999999999,0.048,0.0,NULL
DAKCFMEO_05101,7.652399999999999,0.034,0.0,NULL
DAKCFMEO_03375,7.652399999999999,0.046,0.0,NULL
DAKCFMEO_02287,7.652399999999999,0.05,0.0,NULL
DAKCFMEO_03430,7.652399999999999,0.054,0.0,NULL
DAKCFMEO_00317,7.652399999999999,0.025,0.0,NULL
DAKCFMEO_05202,7.652399999999999,0.049,0.0,NULL
DAKCFMEO_00463,7.652399999999999,0.027,0.0,NULL
DAKCFMEO_00426,7.652399999999999,0.047,0.0,NULL
DAKCFMEO_00425,7.652399999999999,0.024,0.0,NULL
DAKCFMEO_00430,7.652399999999999,0.03,0.0,NULL
DAKCFMEO_00429,7.652399999999999,0.038,0.0,NULL
DAKCFMEO_00432,7.652399999999999,0.025,0.0,NULL
DAKCFMEO_00431,7.652399999999999,0.032,0.0,NULL
DAKCFMEO_00454,7.652399999999999,0.047,0.0,NULL
DAKCFMEO_01201,7.652399999999999,0.064,0.0,NULL
DAKCFMEO_00333,7.652399999999999,0.057,0.0,NULL
DAKCFMEO_04717,7.652399999999999,0.09,0.0,NULL
DAKCFMEO_00170,7.652399999999999,0.039,0.0,NULL
DAKCFMEO_02813,7.652399999999999,0.044,0.0,NULL
DAKCFMEO_03434,7.652399999999999,0.071,0.0,NULL
DAKCFMEO_00284,7.652399999999999,0.047,0.0,NULL
DAKCFMEO_01648,7.652399999999999,0.037,0.0,NULL
DAKCFMEO_04109,7.652399999999999,0.042,0.0,NULL
DAKCFMEO_01126,7.652399999999999,0.061,0.0,NULL
DAKCFMEO_02916,7.652399999999999,0.059,0.0,NULL
DAKCFMEO_02787,7.652399999999999,0.047,0.0,NULL
DAKCFMEO_03622,7.652399999999999,0.072,0.0,NULL
DAKCFMEO_03249,7.652399999999999,0.052,0.0,NULL
DAKCFMEO_02865,7.652399999999999,0.038,0.0,NULL
DAKCFMEO_00538,7.652399999999999,0.056,0.0,NULL
DAKCFMEO_00545,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_02591,7.652399999999999,0.071,0.0,NULL
DAKCFMEO_05146,7.652399999999999,0.046,0.0,NULL
DAKCFMEO_02537,7.652399999999999,0.031,0.0,NULL
DAKCFMEO_02180,7.652399999999999,0.044,0.0,NULL
DAKCFMEO_04670,7.652399999999999,0.076,0.0,NULL
DAKCFMEO_01662,7.652399999999999,0.028,0.0,NULL
DAKCFMEO_00642,7.652399999999999,0.024,0.0,NULL
DAKCFMEO_03394,7.652399999999999,0.041,0.0,NULL
DAKCFMEO_02120,7.652399999999999,0.069,0.0,NULL
DAKCFMEO_03560,7.652399999999999,0.058,0.0,NULL
DAKCFMEO_01042,7.652399999999999,0.056,0.0,NULL
DAKCFMEO_03564,7.652399999999999,0.078,0.0,NULL
DAKCFMEO_03643,7.652399999999999,0.067,0.0,NULL
DAKCFMEO_03611,7.652399999999999,0.041,0.0,NULL
DAKCFMEO_04495,7.652399999999999,0.048,0.0,NULL
DAKCFMEO_03166,7.652399999999999,0.052,0.0,NULL
DAKCFMEO_04929,7.652399999999999,0.051,0.0,NULL
DAKCFMEO_04781,7.652399999999999,0.038,0.0,NULL
DAKCFMEO_03279,7.652399999999999,0.062,0.0,NULL
DAKCFMEO_03567,7.652399999999999,0.052,0.0,NULL
DAKCFMEO_04332,7.652399999999999,0.057,0.0,NULL
DAKCFMEO_01585,7.652399999999999,0.028,0.0,NULL
DAKCFMEO_01574,7.652399999999999,0.027,0.0,NULL
DAKCFMEO_01576,7.652399999999999,0.03,0.0,NULL
DAKCFMEO_01554,7.652399999999999,0.029,0.0,NULL
DAKCFMEO_00091,7.652399999999999,0.038,0.0,NULL
DAKCFMEO_04553,7.652399999999999,0.048,0.0,NULL
DAKCFMEO_04539,7.652399999999999,0.056,0.0,NULL
DAKCFMEO_03602,7.652399999999999,0.028,0.0,NULL
DAKCFMEO_03596,7.652399999999999,0.052,0.0,NULL
DAKCFMEO_04928,7.652399999999999,0.035,0.0,NULL
DAKCFMEO_03536,7.652399999999999,0.039,0.0,NULL
DAKCFMEO_03035,7.652399999999999,0.051,0.0,NULL
DAKCFMEO_00047,7.652399999999999,0.041,0.0,NULL
DAKCFMEO_05210,7.652399999999999,0.039,0.0,NULL
DAKCFMEO_05211,7.652399999999999,0.031,0.0,NULL
DAKCFMEO_05170,7.652399999999999,0.016,0.0,NULL
DAKCFMEO_05174,7.652399999999999,0.038,0.0,NULL
DAKCFMEO_00164,7.652399999999999,0.06,0.0,NULL
DAKCFMEO_02846,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_04343,7.652399999999999,0.045,0.0,NULL
DAKCFMEO_01698,7.652399999999999,0.027,0.0,NULL
DAKCFMEO_02565,7.652399999999999,0.068,0.0,NULL
DAKCFMEO_03678,7.652399999999999,0.062,0.0,NULL
DAKCFMEO_01203,7.652399999999999,0.059,0.0,NULL
DAKCFMEO_02084,7.652399999999999,0.069,0.0,NULL
DAKCFMEO_02380,7.652399999999999,0.048,0.0,NULL
DAKCFMEO_00459,7.652399999999999,0.037,0.0,NULL
DAKCFMEO_04889,7.652399999999999,0.032,0.0,NULL
DAKCFMEO_03177,7.652399999999999,0.056,0.0,NULL
DAKCFMEO_04027,7.652399999999999,0.07,0.0,NULL
DAKCFMEO_00349,7.652399999999999,0.048,0.0,NULL
DAKCFMEO_03302,7.652399999999999,0.053,0.0,NULL
DAKCFMEO_03683,7.652399999999999,0.067,0.0,NULL
DAKCFMEO_04959,7.652399999999999,0.046,0.0,NULL
DAKCFMEO_02123,7.652399999999999,0.046,0.0,NULL
DAKCFMEO_04271,7.652399999999999,0.051,0.0,NULL
DAKCFMEO_00776,7.652399999999999,0.076,0.0,NULL
DAKCFMEO_04357,7.652399999999999,0.039,0.0,NULL
DAKCFMEO_03190,7.652399999999999,0.04,0.0,NULL
DAKCFMEO_04257,7.652399999999999,0.031,0.0,NULL
DAKCFMEO_03438,7.652399999999999,0.045,0.0,NULL
DAKCFMEO_03417,7.652399999999999,0.039,0.0,NULL
DAKCFMEO_03366,7.652399999999999,0.034,0.0,NULL
DAKCFMEO_00145,7.652399999999999,0.004,0.0,NULL
DAKCFMEO_00809,7.652399999999999,0.016,0.0,NULL
DAKCFMEO_04080,7.652399999999999,0.038,0.0,NULL
DAKCFMEO_01243,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_04802,7.652399999999999,0.037,0.0,NULL
DAKCFMEO_02554,7.652399999999999,0.049,0.0,NULL
DAKCFMEO_02225,7.652399999999999,0.049,0.0,NULL
DAKCFMEO_04950,7.652399999999999,0.052,0.0,NULL
DAKCFMEO_03138,7.652399999999999,0.046,0.0,NULL
DAKCFMEO_05021,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_03232,7.652399999999999,0.069,0.0,NULL
DAKCFMEO_05010,7.652399999999999,0.066,0.0,NULL
DAKCFMEO_03243,7.652399999999999,0.062,0.0,NULL
DAKCFMEO_05005,7.652399999999999,0.058,0.0,NULL
DAKCFMEO_04984,7.652399999999999,0.049,0.0,NULL
DAKCFMEO_04997,7.652399999999999,0.076,0.0,NULL
DAKCFMEO_05007,7.652399999999999,0.04,0.0,NULL
DAKCFMEO_02964,7.652399999999999,0.038,0.0,NULL
DAKCFMEO_00557,7.652399999999999,0.026,0.0,NULL
DAKCFMEO_01864,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_00174,7.652399999999999,0.065,0.0,NULL
DAKCFMEO_01849,7.652399999999999,0.055,0.0,NULL
DAKCFMEO_02628,7.652399999999999,0.048,0.0,NULL
DAKCFMEO_00616,7.652399999999999,0.059,0.0,NULL
DAKCFMEO_03631,7.652399999999999,0.037,0.0,NULL
DAKCFMEO_02677,7.652399999999999,0.065,0.0,NULL
DAKCFMEO_04499,7.652399999999999,0.068,0.0,NULL
DAKCFMEO_04206,7.652399999999999,0.041,0.0,NULL
DAKCFMEO_02092,7.652399999999999,0.035,0.0,NULL
DAKCFMEO_00278,7.652399999999999,0.072,0.0,NULL
DAKCFMEO_00175,7.652399999999999,0.049,0.0,NULL
DAKCFMEO_00798,7.652399999999999,0.07,0.0,NULL
DAKCFMEO_02531,7.652399999999999,0.06,0.0,NULL
DAKCFMEO_01925,7.652399999999999,0.039,0.0,NULL
DAKCFMEO_02502,7.652399999999999,0.037,0.0,NULL
DAKCFMEO_00690,7.652399999999999,0.058,0.0,NULL
DAKCFMEO_02524,7.652399999999999,0.063,0.0,NULL
DAKCFMEO_04760,7.652399999999999,0.057,0.0,NULL
DAKCFMEO_04268,7.652399999999999,0.028,0.0,NULL
DAKCFMEO_04292,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_02602,7.652399999999999,0.061,0.0,NULL
DAKCFMEO_00601,7.652399999999999,0.056,0.0,NULL
DAKCFMEO_02563,7.652399999999999,0.06,0.0,NULL
DAKCFMEO_04534,7.652399999999999,0.028,0.0,NULL
DAKCFMEO_04544,7.652399999999999,0.053,0.0,NULL
DAKCFMEO_04677,7.652399999999999,0.048,0.0,NULL
DAKCFMEO_04680,7.652399999999999,0.045,0.0,NULL
DAKCFMEO_02526,7.652399999999999,0.032,0.0,NULL
DAKCFMEO_02508,7.652399999999999,0.042,0.0,NULL
DAKCFMEO_04892,7.652399999999999,0.017,0.0,NULL
DAKCFMEO_04899,7.652399999999999,0.047,0.0,NULL
DAKCFMEO_04880,7.652399999999999,0.003,0.0,NULL
DAKCFMEO_04888,7.652399999999999,0.033,0.0,NULL
DAKCFMEO_04901,7.652399999999999,0.039,0.0,NULL
DAKCFMEO_04903,7.652399999999999,0.034,0.0,NULL
DAKCFMEO_05030,7.652399999999999,0.033,0.0,NULL
DAKCFMEO_04876,7.652399999999999,0.033,0.0,NULL
DAKCFMEO_03764,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_01950,7.652399999999999,0.039,0.0,NULL
DAKCFMEO_00231,7.652399999999999,0.059,0.0,NULL
DAKCFMEO_01827,7.652399999999999,0.057,0.0,NULL
DAKCFMEO_00780,7.652399999999999,0.065,0.0,NULL
DAKCFMEO_01806,7.652399999999999,0.047,0.0,NULL
DAKCFMEO_01647,7.652399999999999,0.025,0.0,NULL
DAKCFMEO_02091,7.652399999999999,0.036,0.0,NULL
DAKCFMEO_01650,7.652399999999999,0.066,0.0,NULL
DAKCFMEO_00412,7.652399999999999,0.029,0.0,NULL
DAKCFMEO_03240,7.652399999999999,0.057,0.0,NULL
DAKCFMEO_05139,7.652399999999999,0.046,0.0,NULL
DAKCFMEO_01835,7.652399999999999,0.033,0.0,NULL
DAKCFMEO_03433,7.652399999999999,0.047,0.0,NULL
DAKCFMEO_02227,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_01559,7.652399999999999,0.048,0.0,NULL
DAKCFMEO_01204,7.652399999999999,0.072,0.0,NULL
DAKCFMEO_03440,7.652399999999999,0.054,0.0,NULL
DAKCFMEO_00151,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_03500,7.652399999999999,0.02,0.0,NULL
DAKCFMEO_01910,7.652399999999999,0.034,0.0,NULL
DAKCFMEO_04228,7.652399999999999,0.032,0.0,NULL
DAKCFMEO_03435,7.652399999999999,0.07,0.0,NULL
DAKCFMEO_00080,7.652399999999999,0.05,0.0,NULL
DAKCFMEO_00196,7.652399999999999,0.038,0.0,NULL
DAKCFMEO_02306,7.652399999999999,0.071,0.0,NULL
DAKCFMEO_04525,7.652399999999999,0.05,0.0,NULL
DAKCFMEO_05165,7.652399999999999,0.059,0.0,NULL
DAKCFMEO_04185,7.652399999999999,0.053,0.0,NULL
DAKCFMEO_05184,7.652399999999999,0.071,0.0,NULL
DAKCFMEO_05201,7.652399999999999,0.035,0.0,NULL
DAKCFMEO_01682,7.652399999999999,0.025,0.0,NULL
DAKCFMEO_05140,7.652399999999999,0.069,0.0,NULL
DAKCFMEO_05097,7.652399999999999,0.063,0.0,NULL
DAKCFMEO_04041,7.652399999999999,0.057,0.0,NULL
DAKCFMEO_01132,7.652399999999999,0.049,0.0,NULL
DAKCFMEO_02728,7.652399999999999,0.06,0.0,NULL
DAKCFMEO_00366,7.652399999999999,0.058,0.0,NULL
DAKCFMEO_03576,7.652399999999999,0.065,0.0,NULL
DAKCFMEO_03238,7.652399999999999,0.03,0.0,NULL
DAKCFMEO_02274,7.652399999999999,0.049,0.0,NULL
DAKCFMEO_02022,7.652399999999999,0.038,0.0,NULL
DAKCFMEO_05011,7.652399999999999,0.056,0.0,NULL
DAKCFMEO_03133,7.652399999999999,0.037,0.0,NULL
DAKCFMEO_02183,7.652399999999999,0.08,0.0,NULL
DAKCFMEO_01257,7.652399999999999,0.037,0.0,NULL
DAKCFMEO_02915,7.652399999999999,0.053,0.0,NULL
DAKCFMEO_05118,7.652399999999999,0.029,0.0,NULL
DAKCFMEO_00382,7.652399999999999,0.056,0.0,NULL
DAKCFMEO_04234,7.652399999999999,0.046,0.0,NULL
DAKCFMEO_02172,7.652399999999999,0.065,0.0,NULL
DAKCFMEO_01840,7.652399999999999,0.033,0.0,NULL
DAKCFMEO_01680,7.652399999999999,0.032,0.0,NULL
DAKCFMEO_01681,7.652399999999999,0.028,0.0,NULL
DAKCFMEO_04787,7.652399999999999,0.039,0.0,NULL
DAKCFMEO_04804,7.652399999999999,0.04,0.0,NULL
DAKCFMEO_04813,7.652399999999999,0.025,0.0,NULL
DAKCFMEO_00708,7.652399999999999,0.056,0.0,NULL
DAKCFMEO_04213,7.652399999999999,0.066,0.0,NULL
DAKCFMEO_02864,7.652399999999999,0.07,0.0,NULL
DAKCFMEO_01666,7.652399999999999,0.061,0.0,NULL
DAKCFMEO_01582,7.652399999999999,0.051,0.0,NULL
DAKCFMEO_00548,7.652399999999999,0.042,0.0,NULL
DAKCFMEO_00234,7.652399999999999,0.042,0.0,NULL
DAKCFMEO_00377,7.652399999999999,0.045,0.0,NULL
DAKCFMEO_00401,7.652399999999999,0.053,0.0,NULL
DAKCFMEO_03206,7.652399999999999,0.05,0.0,NULL
DAKCFMEO_03339,7.652399999999999,0.036,0.0,NULL
DAKCFMEO_04956,7.652399999999999,0.021,0.0,NULL
DAKCFMEO_00436,7.652399999999999,0.042,0.0,NULL
DAKCFMEO_02263,7.652399999999999,0.053,0.0,NULL
DAKCFMEO_03347,7.652399999999999,0.027,0.0,NULL
DAKCFMEO_03215,7.652399999999999,0.052,0.0,NULL
DAKCFMEO_02736,7.652399999999999,0.045,0.0,NULL
DAKCFMEO_03340,7.652399999999999,0.02,0.0,NULL
DAKCFMEO_02226,7.652399999999999,0.037,0.0,NULL
DAKCFMEO_04833,7.652399999999999,0.038,0.0,NULL
DAKCFMEO_02733,7.652399999999999,0.028,0.0,NULL
DAKCFMEO_02852,7.652399999999999,0.053,0.0,NULL
DAKCFMEO_04844,7.652399999999999,0.052,0.0,NULL
DAKCFMEO_02266,7.652399999999999,0.034,0.0,NULL
DAKCFMEO_02277,7.652399999999999,0.062,0.0,NULL
DAKCFMEO_02840,7.652399999999999,0.045,0.0,NULL
DAKCFMEO_02595,7.652399999999999,0.069,0.0,NULL
DAKCFMEO_02709,7.652399999999999,0.075,0.0,NULL
DAKCFMEO_03738,7.652399999999999,0.068,0.0,NULL
DAKCFMEO_05092,7.652399999999999,0.078,0.0,NULL
DAKCFMEO_01661,7.652399999999999,0.056,0.0,NULL
DAKCFMEO_00478,7.652399999999999,0.066,0.0,NULL
DAKCFMEO_04976,7.652399999999999,0.066,0.0,NULL
DAKCFMEO_00347,7.652399999999999,0.065,0.0,NULL
DAKCFMEO_00553,7.652399999999999,0.063,0.0,NULL
DAKCFMEO_02907,7.652399999999999,0.081,0.0,NULL
DAKCFMEO_01587,7.652399999999999,0.045,0.0,NULL
DAKCFMEO_04278,7.652399999999999,0.063,0.0,NULL
DAKCFMEO_04235,7.652399999999999,0.055,0.0,NULL
DAKCFMEO_02597,7.652399999999999,0.07,0.0,NULL
DAKCFMEO_05226,7.652399999999999,0.05,0.0,NULL
DAKCFMEO_01701,7.652399999999999,0.029,0.0,NULL
DAKCFMEO_04786,7.652399999999999,0.05,0.0,NULL
DAKCFMEO_04780,7.652399999999999,0.05,0.0,NULL
DAKCFMEO_01696,7.652399999999999,0.052,0.0,NULL
DAKCFMEO_01700,7.652399999999999,0.051,0.0,NULL
DAKCFMEO_01596,7.652399999999999,0.026,0.0,NULL
DAKCFMEO_04970,7.652399999999999,0.048,0.0,NULL
DAKCFMEO_04252,7.652399999999999,0.054,0.0,NULL
DAKCFMEO_00457,7.652399999999999,0.047,0.0,NULL
DAKCFMEO_01577,7.652399999999999,0.053,0.0,NULL
DAKCFMEO_00458,7.652399999999999,0.069,0.0,NULL
DAKCFMEO_01419,7.652399999999999,0.059,0.0,NULL
DAKCFMEO_04478,7.652399999999999,0.064,0.0,NULL
DAKCFMEO_00043,7.652399999999999,0.042,0.0,NULL
DAKCFMEO_05096,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_05256,7.652399999999999,0.067,0.0,NULL
DAKCFMEO_04513,7.652399999999999,0.04,0.0,NULL
DAKCFMEO_03677,7.652399999999999,0.035,0.0,NULL
DAKCFMEO_04603,7.652399999999999,0.047,0.0,NULL
DAKCFMEO_02196,7.652399999999999,0.045,0.0,NULL
DAKCFMEO_01832,7.652399999999999,0.06,0.0,NULL
DAKCFMEO_04314,7.652399999999999,0.06,0.0,NULL
DAKCFMEO_02717,7.652399999999999,0.074,0.0,NULL
DAKCFMEO_03528,7.652399999999999,0.009,0.0,NULL
DAKCFMEO_03410,7.652399999999999,0.044,0.0,NULL
DAKCFMEO_04141,7.652399999999999,0.054,0.0,NULL
DAKCFMEO_00608,7.652399999999999,0.059,0.0,NULL
DAKCFMEO_03627,7.652399999999999,0.057,0.0,NULL
DAKCFMEO_04806,7.652399999999999,0.066,0.0,NULL
DAKCFMEO_02390,7.652399999999999,0.034,0.0,NULL
DAKCFMEO_02399,7.652399999999999,0.035,0.0,NULL
DAKCFMEO_02301,7.652399999999999,0.047,0.0,NULL
DAKCFMEO_02249,7.652399999999999,0.036,0.0,NULL
DAKCFMEO_02290,7.652399999999999,0.037,0.0,NULL
DAKCFMEO_04625,7.652399999999999,0.048,0.0,NULL
DAKCFMEO_05155,7.652399999999999,0.076,0.0,NULL
DAKCFMEO_05148,7.652399999999999,0.066,0.0,NULL
DAKCFMEO_01584,7.652399999999999,0.029,0.0,NULL
DAKCFMEO_02079,7.652399999999999,0.036,0.0,NULL
DAKCFMEO_03158,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_02153,7.652399999999999,0.058,0.0,NULL
DAKCFMEO_04157,7.652399999999999,0.034,0.0,NULL
DAKCFMEO_04160,7.652399999999999,0.049,0.0,NULL
DAKCFMEO_03174,7.652399999999999,0.046,0.0,NULL
DAKCFMEO_03185,7.652399999999999,0.051,0.0,NULL
DAKCFMEO_03131,7.652399999999999,0.047,0.0,NULL
DAKCFMEO_03037,7.652399999999999,0.044,0.0,NULL
DAKCFMEO_04980,7.652399999999999,0.048,0.0,NULL
DAKCFMEO_01310,7.652399999999999,0.066,0.0,NULL
DAKCFMEO_02211,7.652399999999999,0.058,0.0,NULL
DAKCFMEO_04575,7.652399999999999,0.037,0.0,NULL
DAKCFMEO_00660,7.652399999999999,0.05,0.0,NULL
DAKCFMEO_01558,7.652399999999999,0.044,0.0,NULL
DAKCFMEO_03716,7.652399999999999,0.067,0.0,NULL
DAKCFMEO_01433,7.652399999999999,0.041,0.0,NULL
DAKCFMEO_02963,7.652399999999999,0.039,0.0,NULL
DAKCFMEO_01863,7.652399999999999,0.043,0.0,NULL
DAKCFMEO_04417,7.652399999999999,0.075,0.0,NULL
DAKCFMEO_01191,7.652399999999999,0.039,0.0,NULL
DAKCFMEO_02177,7.652399999999999,0.044,0.0,NULL
DAKCFMEO_00580,7.652399999999999,0.046,0.0,NULL
DAKCFMEO_01736,7.652399999999999,0.048,0.0,NULL
DAKCFMEO_05249,7.652399999999999,0.064,0.0,NULL
DAKCFMEO_02260,7.652399999999999,0.041,0.0,NULL
DAKCFMEO_04222,7.652399999999999,0.047,0.0,NULL
DAKCFMEO_00473,7.652399999999999,0.058,0.0,NULL
DAKCFMEO_03424,7.652399999999999,0.059,0.0,NULL
DAKCFMEO_01678,7.652399999999999,0.022,0.0,NULL
DAKCFMEO_03260,7.652399999999999,0.062,0.0,NULL
DAKCFMEO_04375,7.652399999999999,0.065,0.0,NULL
DAKCFMEO_03558,7.652399999999999,0.044,0.0,NULL
DAKCFMEO_01552,7.652399999999999,0.042,0.0,NULL
DAKCFMEO_02665,7.652399999999999,0.051,0.0,NULL
DAKCFMEO_05264,7.652399999999999,0.067,0.0,NULL
DAKCFMEO_02977,7.652399999999999,0.055,0.0,NULL
DAKCFMEO_04340,7.652399999999999,0.048,0.0,NULL
DAKCFMEO_05260,7.652399999999999,0.05,0.0,NULL
DAKCFMEO_05299,7.652399999999999,0.059,0.0,NULL
DAKCFMEO_03416,7.652399999999999,0.028,0.0,NULL
DAKCFMEO_01819,7.652399999999999,0.044,0.0,NULL
DAKCFMEO_01816,7.652399999999999,0.03,0.0,NULL
DAKCFMEO_04128,7.652399999999999,0.067,0.0,NULL
DAKCFMEO_03445,7.652399999999999,0.025,0.0,NULL
DAKCFMEO_03443,7.652399999999999,0.018,0.0,NULL
DAKCFMEO_02187,7.652399999999999,0.032,0.0,NULL
DAKCFMEO_03481,7.652399999999999,0.046,0.0,NULL
