Orthogroup	DC3000_protein_12_2025	plate25.C2.annotation
OG0000226	WP_011103237.1	DAKCFMEO_03569
OG0000227	WP_011104119.1, WP_011104933.1, WP_011103241.1	DAKCFMEO_03578
OG0000228	WP_011103351.1	DAKCFMEO_00501
OG0000228	WP_011103296.1	DAKCFMEO_00524
OG0000229	WP_046463934.1	DAKCFMEO_02288
OG0000229	WP_011103336.1	DAKCFMEO_01791
OG0000230	WP_011103402.1	DAKCFMEO_01725
OG0000230	WP_011104030.1	DAKCFMEO_01404
OG0000231	WP_011103411.1	DAKCFMEO_01731, DAKCFMEO_03460, DAKCFMEO_03454
OG0000232	WP_011104730.1, WP_011103519.1, WP_011105177.1	DAKCFMEO_04286
OG0000233	WP_011104918.1	DAKCFMEO_00247
OG0000233	WP_011103526.1	DAKCFMEO_01764
OG0000234	WP_011103804.1	DAKCFMEO_02581
OG0000234	WP_011103647.1	DAKCFMEO_00018
OG0000235	WP_011103648.1	DAKCFMEO_04410
OG0000235	WP_046463927.1	DAKCFMEO_04409
OG0000236	WP_011103754.1	DAKCFMEO_02462, DAKCFMEO_00061, DAKCFMEO_02948
OG0000237	WP_011104790.1, WP_011103843.1, WP_011104522.1	DAKCFMEO_02815
OG0000238	WP_011103898.1	DAKCFMEO_00672
OG0000238	WP_046463456.1	DAKCFMEO_02578
OG0000239	WP_011105485.1, WP_011103919.1, WP_011104077.1	DAKCFMEO_01632
OG0000240	WP_011103969.1	DAKCFMEO_00801
OG0000240	WP_011103981.1	DAKCFMEO_03846
OG0000241	WP_011105359.1	DAKCFMEO_05146
OG0000241	WP_011104032.1	DAKCFMEO_01373
OG0000242	WP_011104073.1	DAKCFMEO_01157
OG0000242	WP_011105491.1	DAKCFMEO_01636
OG0000243	WP_044391024.1, WP_011107020.1, WP_011104266.1	DAKCFMEO_03926
OG0000244	WP_011105506.1	DAKCFMEO_05301
OG0000244	WP_011104281.1	DAKCFMEO_04071
OG0000245	WP_011105352.1	DAKCFMEO_05135
OG0000245	WP_011104315.1	DAKCFMEO_03994
OG0000246	WP_011104486.1	DAKCFMEO_01437
OG0000246	WP_011105357.1	DAKCFMEO_05142
OG0000247	WP_011104902.1	DAKCFMEO_00189
OG0000247	WP_011104900.1	DAKCFMEO_00187
OG0000248	WP_011104971.1	DAKCFMEO_00320, DAKCFMEO_04040, DAKCFMEO_00319
OG0000249	WP_011104979.1	DAKCFMEO_03858, DAKCFMEO_03859, DAKCFMEO_00341
OG0000250	WP_046464042.1	DAKCFMEO_02650
OG0000250	WP_011105223.1	DAKCFMEO_04843
OG0000251	WP_011105478.1	DAKCFMEO_04452
OG0000251	WP_046463440.1	DAKCFMEO_00743
OG0000252	WP_011105562.1	DAKCFMEO_01224, DAKCFMEO_03073, DAKCFMEO_05297
OG0000253	WP_081026912.1	DAKCFMEO_00753
OG0000253	WP_046463398.1	DAKCFMEO_03256
OG0000254	WP_046463416.1	DAKCFMEO_00198, DAKCFMEO_04308, DAKCFMEO_03818
OG0000255	WP_086005074.1, WP_122722792.1, WP_149032136.1	DAKCFMEO_04044
OG0000258	WP_002552853.1	DAKCFMEO_02621, DAKCFMEO_02446
OG0000259	WP_002554489.1	DAKCFMEO_01049, DAKCFMEO_04303
OG0000260	WP_002554843.1	DAKCFMEO_00754, DAKCFMEO_00151
OG0000261	WP_011104890.1, WP_002554971.1	DAKCFMEO_00305
OG0000262	WP_005764289.1, WP_002555370.1	DAKCFMEO_03635
OG0000263	WP_002556012.1, WP_011103604.1	DAKCFMEO_02674
OG0000264	WP_003382726.1, WP_002556051.1	DAKCFMEO_04192
OG0000265	WP_003314356.1	DAKCFMEO_01752, DAKCFMEO_03136
OG0000266	WP_003317528.1	DAKCFMEO_03086, DAKCFMEO_01593
OG0000267	WP_003318100.1	DAKCFMEO_03783, DAKCFMEO_01994
OG0000268	WP_003319037.1, WP_011104860.1	DAKCFMEO_00074
OG0000269	WP_003344338.1, WP_003319387.1	DAKCFMEO_02874
OG0000270	WP_003345152.1, WP_011104992.1	DAKCFMEO_00378
OG0000271	WP_003373363.1, WP_005767301.1	DAKCFMEO_02144
OG0000272	WP_003375709.1	DAKCFMEO_01469, DAKCFMEO_01085
OG0000273	WP_003375712.1	DAKCFMEO_01086, DAKCFMEO_01470
OG0000274	WP_003375716.1	DAKCFMEO_01088, DAKCFMEO_01472
OG0000275	WP_003375846.1	DAKCFMEO_03011, DAKCFMEO_02201
OG0000276	WP_003375849.1	DAKCFMEO_00850, DAKCFMEO_03010
OG0000277	WP_007245604.1, WP_003375897.1	DAKCFMEO_02984
OG0000278	WP_007249559.1, WP_003376950.1	DAKCFMEO_00893
OG0000279	WP_003377112.1	DAKCFMEO_04925, DAKCFMEO_04581
OG0000280	WP_003377885.1, WP_046463942.1	DAKCFMEO_01255
OG0000281	WP_003378111.1	DAKCFMEO_04063, DAKCFMEO_04646
OG0000282	WP_003378884.1	DAKCFMEO_05075, DAKCFMEO_03547
OG0000283	WP_003379146.1, WP_011104928.1	DAKCFMEO_03563
OG0000284	WP_005762795.1, WP_003379656.1	DAKCFMEO_01792
OG0000285	WP_003379921.1, WP_005769283.1	DAKCFMEO_02958
OG0000286	WP_005764515.1, WP_003380009.1	DAKCFMEO_02091
OG0000287	WP_003380444.1	DAKCFMEO_04087, DAKCFMEO_02791
OG0000288	WP_003380449.1, WP_011105154.1	DAKCFMEO_04083
OG0000289	WP_005763805.1, WP_003380768.1	DAKCFMEO_02907
OG0000290	WP_003380853.1	DAKCFMEO_04703, DAKCFMEO_03814
OG0000291	WP_003381368.1, WP_011104330.1	DAKCFMEO_05130
OG0000292	WP_011103415.1, WP_003381514.1	DAKCFMEO_00129
OG0000293	WP_003382082.1	DAKCFMEO_03549, DAKCFMEO_05177
OG0000294	WP_003382419.1, WP_080946640.1	DAKCFMEO_00798
OG0000295	WP_003382736.1	DAKCFMEO_04182, DAKCFMEO_00260
OG0000296	WP_003382778.1	DAKCFMEO_01111, DAKCFMEO_00884
OG0000297	WP_007246155.1, WP_003382858.1	DAKCFMEO_01168
OG0000298	WP_003383089.1	DAKCFMEO_02655, DAKCFMEO_03882
OG0000300	WP_003413692.1, WP_011105093.1	DAKCFMEO_03319
OG0000301	WP_003425054.1, WP_003425060.1	DAKCFMEO_03080
OG0000302	WP_057443118.1, WP_003425065.1	DAKCFMEO_03087
OG0000303	WP_004407132.1	DAKCFMEO_02816, DAKCFMEO_02817
OG0000304	WP_004655323.1	DAKCFMEO_01862, DAKCFMEO_04785
OG0000305	WP_005613644.1, WP_005771683.1	DAKCFMEO_03271
OG0000306	WP_005616037.1, WP_011105129.1	DAKCFMEO_03159
OG0000307	WP_005768541.1, WP_005616363.1	DAKCFMEO_02260
OG0000308	WP_005617359.1, WP_046463764.1	DAKCFMEO_00717
OG0000309	WP_005617711.1, WP_011104380.1	DAKCFMEO_01382
OG0000310	WP_005618920.1	DAKCFMEO_01450, DAKCFMEO_00988
OG0000311	WP_005620205.1	DAKCFMEO_00297, DAKCFMEO_00869
OG0000312	WP_005620808.1	DAKCFMEO_04405, DAKCFMEO_04870
OG0000313	WP_005621066.1	DAKCFMEO_05016, DAKCFMEO_04015
OG0000314	WP_005736419.1	DAKCFMEO_02982, DAKCFMEO_00197
OG0000315	WP_005736952.1	DAKCFMEO_04406, DAKCFMEO_05008
OG0000316	WP_005739893.1, WP_011103139.1	DAKCFMEO_01907
OG0000317	WP_005740056.1, WP_005770656.1	DAKCFMEO_04331
OG0000318	WP_005740602.1	DAKCFMEO_04056, DAKCFMEO_04508
OG0000319	WP_024667893.1, WP_005762392.1	DAKCFMEO_04386
OG0000320	WP_011103034.1, WP_005762416.1	DAKCFMEO_03800
OG0000321	WP_005762525.1	DAKCFMEO_00362, DAKCFMEO_03735
OG0000322	WP_005762628.1	DAKCFMEO_04587, DAKCFMEO_01159
OG0000323	WP_005762682.1, WP_005888835.1	DAKCFMEO_01107
OG0000324	WP_032710594.1, WP_005762770.1	DAKCFMEO_02336
OG0000325	WP_005762863.1	DAKCFMEO_00185, DAKCFMEO_00880
OG0000326	WP_005762877.1	DAKCFMEO_01380, DAKCFMEO_02449
OG0000327	WP_007244579.1, WP_005762963.1	DAKCFMEO_04950
OG0000328	WP_005762981.1	DAKCFMEO_04929, DAKCFMEO_04218
OG0000329	WP_005763051.1	DAKCFMEO_04404, DAKCFMEO_04869
OG0000330	WP_005763057.1, WP_011104271.1	DAKCFMEO_04862
OG0000331	WP_005763092.1, WP_005763320.1	DAKCFMEO_04844
OG0000332	WP_005763096.1	DAKCFMEO_00825, DAKCFMEO_04841
OG0000333	WP_005763186.1	DAKCFMEO_03644, DAKCFMEO_01073
OG0000334	WP_011103312.1, WP_005763248.1	DAKCFMEO_03614
OG0000335	WP_005763415.1	DAKCFMEO_00750, DAKCFMEO_05165
OG0000336	WP_005766614.1, WP_005763472.1	DAKCFMEO_01814
OG0000337	WP_005763515.1	DAKCFMEO_00877, DAKCFMEO_05114
OG0000338	WP_005763583.1	DAKCFMEO_03024, DAKCFMEO_02177
OG0000339	WP_005763597.1	DAKCFMEO_03831, DAKCFMEO_04977
OG0000340	WP_005763620.1	DAKCFMEO_02417, DAKCFMEO_05039
OG0000341	WP_005763632.1	DAKCFMEO_05035, DAKCFMEO_05033
OG0000342	WP_005763703.1	DAKCFMEO_02939, DAKCFMEO_01775
OG0000343	WP_005763855.1	DAKCFMEO_01464, DAKCFMEO_01069
OG0000344	WP_005763879.1	DAKCFMEO_01471, DAKCFMEO_01087
OG0000345	WP_005763897.1	DAKCFMEO_01079, DAKCFMEO_01485
OG0000346	WP_007245218.1, WP_005763910.1	DAKCFMEO_04361
OG0000347	WP_005764024.1	DAKCFMEO_00853, DAKCFMEO_03007
OG0000348	WP_005764030.1	DAKCFMEO_04058, DAKCFMEO_03002
OG0000349	WP_005764059.1	DAKCFMEO_02969, DAKCFMEO_00938
OG0000350	WP_005764112.1	DAKCFMEO_04643, DAKCFMEO_02719
OG0000351	WP_005770932.1, WP_005764153.1	DAKCFMEO_02740
OG0000352	WP_005764194.1	DAKCFMEO_02760, DAKCFMEO_03826
OG0000353	WP_005764200.1	DAKCFMEO_02762, DAKCFMEO_03852
OG0000354	WP_005764297.1, WP_005764268.1	DAKCFMEO_03937
OG0000355	WP_005764295.1, WP_011105456.1	DAKCFMEO_04434
OG0000356	WP_005764299.1, WP_011105539.1	DAKCFMEO_01562
OG0000357	WP_005764420.1	DAKCFMEO_03901, DAKCFMEO_04060
OG0000358	WP_011103607.1, WP_005764422.1	DAKCFMEO_03900
OG0000359	WP_005764534.1, WP_011104230.1	DAKCFMEO_03961
OG0000360	WP_005764536.1	DAKCFMEO_03962, DAKCFMEO_02361
OG0000361	WP_005764784.1	DAKCFMEO_00202, DAKCFMEO_04033
OG0000362	WP_005764810.1	DAKCFMEO_00181, DAKCFMEO_04066
OG0000363	WP_005764880.1	DAKCFMEO_04057, DAKCFMEO_00137
OG0000364	WP_046463526.1, WP_005764919.1	DAKCFMEO_00108
OG0000365	WP_005764971.1, WP_011103736.1	DAKCFMEO_00079
OG0000366	WP_005765040.1	DAKCFMEO_04582, DAKCFMEO_04685
OG0000367	WP_005765123.1	DAKCFMEO_04644, DAKCFMEO_02102
OG0000368	WP_011105322.1, WP_005765159.1	DAKCFMEO_04625
OG0000369	WP_005765163.1	DAKCFMEO_04617, DAKCFMEO_00269
OG0000370	WP_005765169.1	DAKCFMEO_04065, DAKCFMEO_04614
OG0000371	WP_044389891.1, WP_005765172.1	DAKCFMEO_04613
OG0000372	WP_010205279.1, WP_005765174.1	DAKCFMEO_04610
OG0000373	WP_005765215.1, WP_005770249.1	DAKCFMEO_04570
OG0000374	WP_005765251.1, WP_161797809.1	DAKCFMEO_04548
OG0000375	WP_005768204.1, WP_005765436.1	DAKCFMEO_01293
OG0000376	WP_005765639.1, WP_011103329.1	DAKCFMEO_00803
OG0000377	WP_005765656.1, WP_011104927.1	DAKCFMEO_00785
OG0000378	WP_005765721.1	DAKCFMEO_00730, DAKCFMEO_02439
OG0000379	WP_005765726.1	DAKCFMEO_00725, DAKCFMEO_03046
OG0000380	WP_011104103.1, WP_005765730.1	DAKCFMEO_00722
OG0000381	WP_005765876.1	DAKCFMEO_03053, DAKCFMEO_03260
OG0000382	WP_005766003.1, WP_011105084.1	DAKCFMEO_03179
OG0000383	WP_005766014.1	DAKCFMEO_03171, DAKCFMEO_00917
OG0000384	WP_005766018.1	DAKCFMEO_03165, DAKCFMEO_01230
OG0000385	WP_005766202.1, WP_046463388.1	DAKCFMEO_04091
OG0000386	WP_005766318.1, WP_007247551.1	DAKCFMEO_00957
OG0000387	WP_005766467.1	DAKCFMEO_01389, DAKCFMEO_00470
OG0000388	WP_005766548.1	DAKCFMEO_01924, DAKCFMEO_00412
OG0000389	WP_005766631.1	DAKCFMEO_02241, DAKCFMEO_01801
OG0000390	WP_005766893.1	DAKCFMEO_04311, DAKCFMEO_02600
OG0000391	WP_005766903.1	DAKCFMEO_02593, DAKCFMEO_01055
OG0000392	WP_005766948.1, WP_005769733.1	DAKCFMEO_02568
OG0000393	WP_005766956.1	DAKCFMEO_02561, DAKCFMEO_02560
OG0000394	WP_005767033.1, WP_011103777.1	DAKCFMEO_02506
OG0000395	WP_011105587.1, WP_005767052.1	DAKCFMEO_05175
OG0000396	WP_005767090.1, WP_011103995.1	DAKCFMEO_05189
OG0000397	WP_005767207.1, WP_011104529.1	DAKCFMEO_02818
OG0000398	WP_005767347.1	DAKCFMEO_01451, DAKCFMEO_00994
OG0000399	WP_005767365.1	DAKCFMEO_01492, DAKCFMEO_04216
OG0000400	WP_011103852.1, WP_005767375.1	DAKCFMEO_02652
OG0000401	WP_005767735.1	DAKCFMEO_04507, DAKCFMEO_04055
OG0000402	WP_005767814.1, WP_011103921.1	DAKCFMEO_02445
OG0000403	WP_005767816.1	DAKCFMEO_02447, DAKCFMEO_03915
OG0000404	WP_005767827.1	DAKCFMEO_03047, DAKCFMEO_02454
OG0000405	WP_005768139.1	DAKCFMEO_02225, DAKCFMEO_01903
OG0000406	WP_005768186.1	DAKCFMEO_02895, DAKCFMEO_01302
OG0000407	WP_011105005.1, WP_005768269.1	DAKCFMEO_00424
OG0000408	WP_046464040.1, WP_005768387.1	DAKCFMEO_01604
OG0000409	WP_005768414.1	DAKCFMEO_01961, DAKCFMEO_01962
OG0000410	WP_005768464.1	DAKCFMEO_05126, DAKCFMEO_01777
OG0000411	WP_005768488.1	DAKCFMEO_00757, DAKCFMEO_01996
OG0000412	WP_005768549.1, WP_007243709.1	DAKCFMEO_01694
OG0000413	WP_005768639.1	DAKCFMEO_02767, DAKCFMEO_05293
OG0000414	WP_005768689.1	DAKCFMEO_00292, DAKCFMEO_00967
OG0000415	WP_005768741.1	DAKCFMEO_01340, DAKCFMEO_02784
OG0000416	WP_005768794.1	DAKCFMEO_03396, DAKCFMEO_05266
OG0000417	WP_005768808.1	DAKCFMEO_01090, DAKCFMEO_03410
OG0000418	WP_005768834.1	DAKCFMEO_03424, DAKCFMEO_02783
OG0000419	WP_005768966.1	DAKCFMEO_03545, DAKCFMEO_04074
OG0000420	WP_005769036.1	DAKCFMEO_00131, DAKCFMEO_03579
OG0000421	WP_005769085.1	DAKCFMEO_04284, DAKCFMEO_03089
OG0000422	WP_005769228.1, WP_046463420.1	DAKCFMEO_00601
OG0000423	WP_005769524.1, WP_011104231.1	DAKCFMEO_01867
OG0000424	WP_011103297.1, WP_005769533.1	DAKCFMEO_01863
OG0000425	WP_005769571.1	DAKCFMEO_02082, DAKCFMEO_01836
OG0000426	WP_005769641.1	DAKCFMEO_01138, DAKCFMEO_00637
OG0000427	WP_011104151.1, WP_005769959.1	DAKCFMEO_01169
OG0000428	WP_005770049.1	DAKCFMEO_03381, DAKCFMEO_03699
OG0000429	WP_005770064.1	DAKCFMEO_03688, DAKCFMEO_03838
OG0000430	WP_046463939.1, WP_005770073.1	DAKCFMEO_03682
OG0000431	WP_005770075.1	DAKCFMEO_04451, DAKCFMEO_03681
OG0000433	WP_005770179.1, WP_011105580.1	DAKCFMEO_03076
OG0000434	WP_005770270.1	DAKCFMEO_03817, DAKCFMEO_03843
OG0000435	WP_005770289.1	DAKCFMEO_04061, DAKCFMEO_00256
OG0000436	WP_005770637.1	DAKCFMEO_02219, DAKCFMEO_04241
OG0000437	WP_005770825.1	DAKCFMEO_00922, DAKCFMEO_01624
OG0000438	WP_011103586.1, WP_005770918.1	DAKCFMEO_03209
OG0000439	WP_011103480.1, WP_005770934.1	DAKCFMEO_02741
OG0000440	WP_005770956.1	DAKCFMEO_00912, DAKCFMEO_01738
OG0000441	WP_011104275.1, WP_005771011.1	DAKCFMEO_03355
OG0000442	WP_005771069.1	DAKCFMEO_02007, DAKCFMEO_04068
OG0000443	WP_005771391.1	DAKCFMEO_03457, DAKCFMEO_02894
OG0000444	WP_005771461.1, WP_011103923.1	DAKCFMEO_00708
OG0000446	WP_007243883.1	DAKCFMEO_02781, DAKCFMEO_03907
OG0000447	WP_007244060.1	DAKCFMEO_02754, DAKCFMEO_04784
OG0000448	WP_007244314.1	DAKCFMEO_02620, DAKCFMEO_00449
OG0000449	WP_007244356.1, WP_011103659.1	DAKCFMEO_02559
OG0000450	WP_011103465.1, WP_007244528.1	DAKCFMEO_02942
OG0000451	WP_007244552.1, WP_011104360.1	DAKCFMEO_02176
OG0000452	WP_007244820.1	DAKCFMEO_01072, DAKCFMEO_01463
OG0000453	WP_007244871.1, WP_011104978.1	DAKCFMEO_00340
OG0000454	WP_007244951.1	DAKCFMEO_02891, DAKCFMEO_01244
OG0000455	WP_007245011.1, WP_032710417.1	DAKCFMEO_01591
OG0000456	WP_007245081.1	DAKCFMEO_01671, DAKCFMEO_04506
OG0000457	WP_007245396.1	DAKCFMEO_01063, DAKCFMEO_03223
OG0000458	WP_007245492.1	DAKCFMEO_03793, DAKCFMEO_03576
OG0000459	WP_007245539.1	DAKCFMEO_03691, DAKCFMEO_03835
OG0000460	WP_007245542.1	DAKCFMEO_03382, DAKCFMEO_03700
OG0000461	WP_007245619.1, WP_011105400.1	DAKCFMEO_02088
OG0000462	WP_007245738.1, WP_011103613.1	DAKCFMEO_04393
OG0000463	WP_007245786.1, WP_044390721.1	DAKCFMEO_03137
OG0000464	WP_007245803.1, WP_024666158.1	DAKCFMEO_04145
OG0000465	WP_165442256.1, WP_007245922.1	DAKCFMEO_00932
OG0000466	WP_007245994.1	DAKCFMEO_01093, DAKCFMEO_03864
OG0000467	WP_007245995.1	DAKCFMEO_03865, DAKCFMEO_01094
OG0000468	WP_007246058.1	DAKCFMEO_03888, DAKCFMEO_01446
OG0000469	WP_007246092.1	DAKCFMEO_03876, DAKCFMEO_01648
OG0000470	WP_011103558.1, WP_007246323.1	DAKCFMEO_02707
OG0000471	WP_007246342.1	DAKCFMEO_00951, DAKCFMEO_02684
OG0000472	WP_007246356.1	DAKCFMEO_03927, DAKCFMEO_00806
OG0000473	WP_007246357.1	DAKCFMEO_00804, DAKCFMEO_04054
OG0000474	WP_007246688.1	DAKCFMEO_03878, DAKCFMEO_01371
OG0000475	WP_007246697.1	DAKCFMEO_03942, DAKCFMEO_00918
OG0000476	WP_007246986.1	DAKCFMEO_03023, DAKCFMEO_04735
OG0000477	WP_007247160.1	DAKCFMEO_00154, DAKCFMEO_02061
OG0000478	WP_161797763.1, WP_007249558.1	DAKCFMEO_00894
OG0000479	WP_010205787.1	DAKCFMEO_02759, DAKCFMEO_03825
OG0000480	WP_010208319.1, WP_161633100.1	DAKCFMEO_01866
OG0000481	WP_010213774.1, WP_011105481.1	DAKCFMEO_01628
OG0000482	WP_046463612.1, WP_011102950.1	DAKCFMEO_01276
OG0000483	WP_046463616.1, WP_011102956.1	DAKCFMEO_01283
OG0000484	WP_011105171.1, WP_011102981.1	DAKCFMEO_01835
OG0000485	WP_011104361.1, WP_011102988.1	DAKCFMEO_01855
OG0000486	WP_011102994.1	DAKCFMEO_01269, DAKCFMEO_01875
OG0000487	WP_011102995.1, WP_052746244.1	DAKCFMEO_01877
OG0000488	WP_011105123.1, WP_011103021.1	DAKCFMEO_01307
OG0000489	WP_011104299.1, WP_011103033.1	DAKCFMEO_03968
OG0000490	WP_011103046.1, WP_046463731.1	DAKCFMEO_02006
OG0000491	WP_011103051.1	DAKCFMEO_03890, DAKCFMEO_02015
OG0000492	WP_011103996.1, WP_011103108.1	DAKCFMEO_05122
OG0000493	WP_011103110.1	DAKCFMEO_05120, DAKCFMEO_04722
OG0000494	WP_011103124.1	DAKCFMEO_00965, DAKCFMEO_02151
OG0000495	WP_011103148.1	DAKCFMEO_02940, DAKCFMEO_01776
OG0000496	WP_011103156.1, WP_011104714.1	DAKCFMEO_01150
OG0000499	WP_011103229.1	DAKCFMEO_03546, DAKCFMEO_03886
OG0000500	WP_052746256.1, WP_011103230.1	DAKCFMEO_02041
OG0000501	WP_011103268.1	DAKCFMEO_03686, DAKCFMEO_03873
OG0000502	WP_011103281.1	DAKCFMEO_05123, DAKCFMEO_00598
OG0000503	WP_011103381.1, WP_011105557.1	DAKCFMEO_01217
OG0000504	WP_011103397.1	DAKCFMEO_01740, DAKCFMEO_00911
OG0000505	WP_011103398.1	DAKCFMEO_04048, DAKCFMEO_01737
OG0000506	WP_011103413.1	DAKCFMEO_05251, DAKCFMEO_03449
OG0000507	WP_011103418.1, WP_161797786.1	DAKCFMEO_02064
OG0000509	WP_011103434.1	DAKCFMEO_03430, DAKCFMEO_01202
OG0000510	WP_011103474.1, WP_011103476.1	DAKCFMEO_02748
OG0000512	WP_011103535.1	DAKCFMEO_01468, DAKCFMEO_01084
OG0000513	WP_011103539.1	DAKCFMEO_04418, DAKCFMEO_04376
OG0000514	WP_011103548.1, WP_011104109.1	DAKCFMEO_03351
OG0000515	WP_044393500.1, WP_011103608.1	DAKCFMEO_00067
OG0000516	WP_011103700.1	DAKCFMEO_02332, DAKCFMEO_03025
OG0000517	WP_011103704.1, WP_046463414.1	DAKCFMEO_00161
OG0000518	WP_011103755.1	DAKCFMEO_02463, DAKCFMEO_00060
OG0000519	WP_011104130.1, WP_011103760.1	DAKCFMEO_02472
OG0000520	WP_011103763.1	DAKCFMEO_03311, DAKCFMEO_02480
OG0000521	WP_011103803.1	DAKCFMEO_02580, DAKCFMEO_02577
OG0000522	WP_011103825.1, WP_011104883.1	DAKCFMEO_00124
OG0000524	WP_011103899.1	DAKCFMEO_02998, DAKCFMEO_00675
OG0000525	WP_011103905.1	DAKCFMEO_00680, DAKCFMEO_00681
OG0000526	WP_011104759.1, WP_011103908.1	DAKCFMEO_00685
OG0000527	WP_011103928.1	DAKCFMEO_00716, DAKCFMEO_04619
OG0000528	WP_011103983.1	DAKCFMEO_03849, DAKCFMEO_03310
OG0000529	WP_011103984.1	DAKCFMEO_03309, DAKCFMEO_03850
OG0000530	WP_011103986.1	DAKCFMEO_03860, DAKCFMEO_00255
OG0000531	WP_011103994.1, WP_163004347.1	DAKCFMEO_02292
OG0000532	WP_011104025.1, WP_046463280.1	DAKCFMEO_00905
OG0000533	WP_011104028.1	DAKCFMEO_03094, DAKCFMEO_00919
OG0000534	WP_011104099.1	DAKCFMEO_00888, DAKCFMEO_01054
OG0000535	WP_011104133.1, WP_011104435.1	DAKCFMEO_01100
OG0000536	WP_011104138.1	DAKCFMEO_01115, DAKCFMEO_03811
OG0000537	WP_011104146.1	DAKCFMEO_01129, DAKCFMEO_01823
OG0000538	WP_011104158.1	DAKCFMEO_04589, DAKCFMEO_01188
OG0000539	WP_011104203.1	DAKCFMEO_03786, DAKCFMEO_01339
OG0000540	WP_011104237.1	DAKCFMEO_03325, DAKCFMEO_03063
OG0000541	WP_011105472.1, WP_011104239.1	DAKCFMEO_05264
OG0000542	WP_011105583.1, WP_011104257.1	DAKCFMEO_02900
OG0000543	WP_011104292.1	DAKCFMEO_04047, DAKCFMEO_03953
OG0000544	WP_011104296.1, WP_011104943.1	DAKCFMEO_03964
OG0000545	WP_011104306.1, WP_011104433.1	DAKCFMEO_03042
OG0000546	WP_011104364.1	DAKCFMEO_04459, DAKCFMEO_04059
OG0000547	WP_011104398.1	DAKCFMEO_04108, DAKCFMEO_00849
OG0000548	WP_011104401.1	DAKCFMEO_00331, DAKCFMEO_04117
OG0000549	WP_011104419.1	DAKCFMEO_01002, DAKCFMEO_00656
OG0000550	WP_011104454.1	DAKCFMEO_00944, DAKCFMEO_04075
OG0000551	WP_011104457.1, WP_161797816.1	DAKCFMEO_00939
OG0000552	WP_011104476.1	DAKCFMEO_02257, DAKCFMEO_01430
OG0000554	WP_011104494.1	DAKCFMEO_03887, DAKCFMEO_01448
OG0000555	WP_011104506.1	DAKCFMEO_01509, DAKCFMEO_03079
OG0000556	WP_011104568.1	DAKCFMEO_03398, DAKCFMEO_04726
OG0000557	WP_011104570.1	DAKCFMEO_04724, DAKCFMEO_03827
OG0000558	WP_011104583.1	DAKCFMEO_03946, DAKCFMEO_01144
OG0000559	WP_011104585.1	DAKCFMEO_03815, DAKCFMEO_04702
OG0000560	WP_011104627.1	DAKCFMEO_04560, DAKCFMEO_02660
OG0000561	WP_011104648.1, WP_011106957.1	DAKCFMEO_04532
OG0000562	WP_011104677.1	DAKCFMEO_02671, DAKCFMEO_04408
OG0000563	WP_011104685.1	DAKCFMEO_04373, DAKCFMEO_00783
OG0000564	WP_011104686.1	DAKCFMEO_04371, DAKCFMEO_00239
OG0000565	WP_011104699.1	DAKCFMEO_04333, DAKCFMEO_00782
OG0000566	WP_011104719.1, WP_046463642.1	DAKCFMEO_03394
OG0000567	WP_011104724.1	DAKCFMEO_04294, DAKCFMEO_00361
OG0000568	WP_044392855.1, WP_011104753.1	DAKCFMEO_04230
OG0000569	WP_011104756.1	DAKCFMEO_04227, DAKCFMEO_00386
OG0000570	WP_011104765.1	DAKCFMEO_04052, DAKCFMEO_04188
OG0000571	WP_011104785.1, WP_011105582.1	DAKCFMEO_04167
OG0000572	WP_011104887.1	DAKCFMEO_01500, DAKCFMEO_00140
OG0000573	WP_011104888.1	DAKCFMEO_00146, DAKCFMEO_01894
OG0000574	WP_011104929.1, WP_011104896.1	DAKCFMEO_00177
OG0000575	WP_011104920.1	DAKCFMEO_00251, DAKCFMEO_01435
OG0000576	WP_011104945.1, WP_011105063.1	DAKCFMEO_00272
OG0000577	WP_011105053.1	DAKCFMEO_04758, DAKCFMEO_00936
OG0000578	WP_011105108.1	DAKCFMEO_00038, DAKCFMEO_00581
OG0000579	WP_011105140.1, WP_011105168.1	DAKCFMEO_04797
OG0000580	WP_011105217.1, WP_046463779.1	DAKCFMEO_04827
OG0000581	WP_011105235.1, WP_011105522.1	DAKCFMEO_01588
OG0000582	WP_011105240.1	DAKCFMEO_04894, DAKCFMEO_00010
OG0000583	WP_011105258.1, WP_046463768.1	DAKCFMEO_04934
OG0000584	WP_011105452.1, WP_011105278.1	DAKCFMEO_04430
OG0000585	WP_011105298.1	DAKCFMEO_02127, DAKCFMEO_03797
OG0000586	WP_011105299.1	DAKCFMEO_02126, DAKCFMEO_02098
OG0000587	WP_011105335.1	DAKCFMEO_05068, DAKCFMEO_05066
OG0000588	WP_011105361.1	DAKCFMEO_04415, DAKCFMEO_05149
OG0000589	WP_011105460.1	DAKCFMEO_05239, DAKCFMEO_05238
OG0000590	WP_011105473.1, WP_046463847.1	DAKCFMEO_05265
OG0000591	WP_011105494.1	DAKCFMEO_01639, DAKCFMEO_01153
OG0000592	WP_011105501.1	DAKCFMEO_05296, DAKCFMEO_04792
OG0000593	WP_011105533.1, WP_011105531.1	DAKCFMEO_01573
OG0000594	WP_011105535.1	DAKCFMEO_01566, DAKCFMEO_04327
OG0000595	WP_011105556.1	DAKCFMEO_01216, DAKCFMEO_04742
